X,Y,Z
650689.140,435863.480,112.590
650689.340,435863.630,112.790
650689.280,435863.230,109.320
650689.200,435863.430,111.630
650689.230,435863.420,111.930
650689.370,435863.240,110.680
650689.170,435863.510,110.240
650689.200,435863.380,109.950
650691.150,435864.080,109.940
650689.920,435863.990,112.730
650689.180,435863.530,112.270
650689.350,435863.450,111.230
650689.330,435863.190,109.030
650693.010,435864.880,109.970
650689.560,435863.660,109.500
650689.140,435863.560,110.460
650691.990,435864.520,109.980
650689.620,435863.560,109.540
650691.810,435864.400,109.980
650689.750,435863.830,111.460
650690.620,435864.040,110.170
650690.940,435863.990,110.390
650690.030,435863.800,111.370
650690.440,435863.800,111.310
650689.220,435863.300,110.060
650693.260,435865.050,109.970
650691.280,435864.290,109.980
650690.300,435863.780,111.330
650689.370,435863.550,112.210
650689.940,435863.590,111.370
650689.460,435863.660,111.650
650689.100,435863.700,112.700
650691.270,435864.130,110.600
650689.380,435863.480,112.090
650689.290,435863.780,111.560
650689.220,435863.600,110.900
650689.220,435863.570,109.230
650689.480,435863.620,112.440
650689.260,435863.400,111.210
650691.020,435863.990,111.020
650689.340,435863.430,111.020
650690.400,435864.040,111.350
650692.320,435864.660,109.770
650691.440,435864.140,110.710
650689.780,435863.930,112.860
650689.120,435863.560,109.950
650692.110,435864.550,109.830
650692.130,435864.440,111.190
650693.240,435864.940,109.950
650692.310,435864.490,111.280
650690.360,435863.680,109.980
650689.180,435863.370,110.450
650689.230,435863.250,109.510
650689.260,435863.400,111.210
650692.200,435864.610,111.230
650692.120,435864.440,109.970
650689.240,435863.500,110.740
650690.420,435863.950,110.060
650691.770,435864.260,110.890
650689.560,435863.490,111.270
650689.360,435863.550,109.740
650689.690,435863.530,111.440
650689.120,435863.560,109.950
650689.310,435863.370,109.710
650691.910,435864.340,111.040
650689.920,435864.030,112.460
650689.450,435863.690,112.810
650690.760,435864.080,110.290
650689.240,435863.600,112.760
650689.270,435863.240,109.110
650689.280,435863.560,112.460
650689.130,435863.250,110.750
650693.520,435864.980,109.940
650689.420,435863.420,111.740
650689.150,435863.410,109.190
650689.160,435863.510,111.150
650691.230,435864.140,111.210
650689.240,435863.610,111.060
650692.920,435864.840,109.920
650693.430,435864.940,109.920
650689.470,435863.630,112.540
650690.870,435864.030,111.260
650689.060,435863.660,112.960
650688.990,435863.250,111.170
650689.620,435863.560,109.540
650689.310,435863.520,109.420
650689.550,435863.720,111.840
650691.270,435864.130,110.600
650691.430,435864.140,109.960
650690.860,435863.920,110.280
650689.200,435863.680,112.680
650689.690,435863.470,111.330
650689.120,435863.670,111.770
650689.440,435863.410,112.190
650689.030,435863.400,109.310
650689.620,435863.790,112.870
650692.890,435864.760,109.980
650689.170,435863.520,112.380
650689.380,435863.530,110.670
650692.110,435864.550,109.830
650689.470,435863.490,109.500
650689.270,435863.530,112.350
650689.220,435863.600,110.900
650690.140,435863.760,111.370
650689.280,435863.560,112.460
650689.730,435863.520,109.550
650689.210,435863.230,112.180
650689.850,435863.750,109.660
650689.870,435863.620,111.450
650691.510,435864.210,110.750
650689.120,435863.590,109.080
650689.560,435863.490,111.270
650693.610,435865.040,109.950
650689.200,435863.430,111.630
650689.040,435863.390,109.200
650691.930,435864.380,109.960
650689.490,435863.270,110.860
650689.170,435863.490,110.940
650689.150,435863.520,110.090
650689.650,435863.490,109.440
650690.300,435863.780,111.330
650690.620,435864.040,110.170
650689.340,435863.270,112.300
650690.700,435864.010,110.230
650692.230,435864.540,111.330
650689.210,435863.570,111.830
650689.290,435863.510,111.610
650689.440,435863.390,111.960
650689.520,435863.680,111.560
650689.220,435863.640,110.810
650689.210,435863.530,109.620
650689.320,435863.430,111.690
650692.890,435864.760,109.980
650690.680,435863.960,110.110
650689.400,435863.520,110.790
650689.400,435863.520,110.790
650689.210,435863.640,108.960
650689.950,435863.710,109.690
650689.380,435863.300,109.500
650693.120,435864.860,109.970
650689.210,435863.360,111.750
650689.130,435863.480,109.300
650689.190,435863.350,111.000
650689.310,435863.370,109.710
650689.200,435863.490,110.370
650691.730,435864.340,110.950
650689.270,435863.420,110.550
650689.710,435863.730,111.430
650689.510,435863.650,112.700
650689.180,435863.470,111.540
650691.120,435864.130,111.230
650692.390,435864.630,111.300
650689.350,435863.620,109.670
650689.310,435863.470,110.840
650689.180,435863.490,111.770
650689.560,435863.660,109.500
650689.210,435863.360,111.750
650692.920,435864.840,109.920
650690.760,435864.080,110.290
650689.060,435863.270,111.340
650689.280,435863.560,112.460
650691.560,435864.420,110.980
650693.190,435864.820,109.910
650693.260,435865.050,109.970
650692.370,435864.570,109.770
650689.110,435863.580,110.860
650689.270,435863.440,111.840
650692.390,435864.630,111.300
650690.140,435863.850,109.850
650689.230,435863.250,109.510
650689.310,435863.520,109.420
650689.510,435863.650,112.700
650689.800,435863.550,109.620
650689.110,435863.500,109.550
650689.150,435863.450,109.870
650693.610,435865.040,109.950
650690.710,435863.890,110.200
650689.470,435863.630,112.540
650691.230,435864.140,111.210
650689.120,435863.430,112.120
650689.230,435863.530,109.870
650693.520,435865.090,109.970
650689.120,435863.260,110.580
650691.840,435864.300,109.980
650689.240,435863.500,110.740
650689.140,435863.580,111.380
650689.890,435863.790,109.750
650693.520,435864.980,109.940
650691.980,435864.530,111.070
650689.280,435863.390,109.870
650689.330,435863.190,109.030
650692.260,435864.370,111.200
650689.330,435863.630,110.120
650690.100,435863.780,109.800
650689.390,435863.760,111.640
650692.410,435864.620,111.450
650691.240,435864.160,109.980
650689.920,435864.030,112.460
650690.700,435864.010,110.230
650689.850,435863.750,109.660
650693.020,435864.850,109.840
650689.730,435863.520,109.550
650689.160,435863.710,111.640
650689.730,435863.520,109.550
650689.120,435863.590,109.410
650689.620,435863.560,109.540
650689.400,435863.440,111.590
650689.250,435863.480,109.740
650689.520,435863.750,112.880
650689.530,435863.620,109.380
650691.930,435864.380,109.960
650689.200,435863.430,111.630
650693.010,435864.880,109.970
650689.250,435863.200,109.750
650691.840,435864.300,109.980
650689.640,435863.710,109.580
650689.130,435863.260,110.930
650689.470,435863.630,112.540
650689.270,435863.420,111.110
650691.650,435864.320,110.890
650689.790,435863.470,111.430
650692.180,435864.530,109.900
650689.460,435863.430,110.940
650690.310,435863.930,109.960
650689.620,435863.790,112.870
650689.180,435863.490,111.770
650689.210,435863.640,108.960
650693.090,435864.770,109.900
650689.120,435863.670,111.770
650689.120,435863.580,109.180
650689.240,435863.540,109.080
650689.650,435863.920,111.460
650689.890,435863.790,109.750
650689.170,435863.490,110.940
650689.320,435863.360,110.610
650689.310,435863.370,109.710
650689.210,435863.320,111.640
650691.730,435864.480,109.980
650692.090,435864.550,109.970
650689.110,435863.580,110.860
650689.340,435863.160,109.160
650689.110,435863.580,110.860
650689.680,435863.930,111.250
650691.730,435864.320,109.960
650689.360,435863.590,112.360
650690.360,435863.860,111.330
650689.170,435863.440,109.450
650689.310,435863.470,110.840
650689.170,435863.510,110.240
650689.890,435863.790,109.750
650689.620,435863.790,112.870
650692.770,435864.750,109.960
650689.690,435863.470,111.330
650689.380,435863.480,109.670
650689.120,435863.610,111.910
650691.280,435864.290,109.980
650689.150,435863.330,111.520
650689.730,435863.570,109.440
650691.240,435864.160,109.980
650689.210,435863.230,112.180
650689.230,435863.530,109.870
650689.660,435863.720,112.780
650690.210,435863.770,109.900
650689.040,435863.370,109.000
650692.280,435864.640,111.290
650690.960,435864.090,110.420
650692.020,435864.310,111.040
650689.240,435863.230,111.890
650689.200,435863.570,112.540
650692.270,435864.560,109.760
650689.170,435863.490,110.940
650689.730,435863.520,109.550
650689.200,435863.680,112.680
650689.120,435863.260,110.580
650692.970,435864.940,109.900
650689.790,435863.470,111.430
650689.710,435863.800,109.580
650689.160,435863.380,109.370
650689.200,435863.660,109.090
650689.210,435863.340,111.860
650689.210,435863.640,108.960
650689.020,435863.460,109.480
650689.190,435863.350,111.000
650691.430,435864.330,110.000
650689.350,435863.630,110.510
650689.180,435863.660,109.490
650689.340,435863.270,112.300
650691.740,435864.460,110.990
650690.870,435864.030,111.260
650689.090,435863.270,111.240
650689.210,435863.360,111.750
650690.760,435864.040,111.280
650689.310,435863.310,112.030
650689.490,435863.270,110.860
650689.150,435863.520,110.090
650689.140,435863.250,111.100
650692.210,435864.480,111.240
650692.210,435864.480,111.240
650692.670,435864.760,109.890
650689.670,435863.640,111.440
650689.300,435863.530,111.170
650689.650,435863.490,109.440
650689.120,435863.430,112.120
650689.230,435863.690,111.580
650689.130,435863.550,112.000
650689.030,435863.400,109.310
650689.750,435863.770,112.780
650689.170,435863.440,109.450
650691.430,435864.140,109.960
650689.290,435863.510,111.610
650689.730,435863.570,109.440
650689.370,435863.570,111.480
650689.240,435863.500,110.740
650689.200,435863.380,109.950
650689.120,435863.430,112.120
650691.730,435864.320,109.960
650689.280,435863.360,110.010
650691.990,435864.390,111.100
650689.230,435863.530,109.870
650689.440,435863.620,112.300
650689.200,435863.390,110.900
650689.380,435863.480,111.400
650689.130,435863.250,110.750
650690.580,435863.940,110.130
650689.100,435863.530,112.680
650689.340,435863.430,111.020
650689.140,435863.340,111.420
650689.540,435863.310,111.850
650689.370,435863.340,111.090
650689.760,435863.700,109.630
650689.120,435863.610,111.910
650689.310,435863.510,109.560
650693.240,435864.940,109.950
650689.530,435863.840,111.350
650689.460,435863.400,112.090
650689.400,435863.440,111.590
650689.290,435863.550,112.130
650691.990,435864.390,111.100
650689.660,435863.830,111.400
650692.390,435864.520,111.340
650689.920,435863.730,111.380
650691.180,435864.120,110.550
650689.170,435863.440,109.450
650689.290,435863.540,111.910
650689.350,435863.630,110.510
650690.360,435863.860,111.330
650689.160,435863.710,111.640
650690.900,435864.180,110.410
650689.380,435863.480,111.400
650690.030,435863.800,111.370
650689.120,435863.580,109.180
650692.180,435864.530,109.900
650689.290,435863.420,109.610
650690.070,435863.910,111.380
650690.070,435863.910,111.380
650689.520,435863.750,112.880
650689.040,435863.390,109.200
650693.020,435864.850,109.840
650689.190,435863.270,110.670
650692.280,435864.640,111.290
650689.210,435863.320,111.640
650689.640,435863.740,112.150
650689.200,435863.490,110.370
650689.290,435863.210,110.550
650689.440,435863.620,112.300
650689.150,435863.490,110.670
650693.000,435864.760,109.930
650689.480,435863.620,112.440
650689.700,435863.850,111.310
650691.650,435864.430,110.930
650690.140,435863.850,109.850
650689.170,435863.490,110.940
650689.390,435863.430,109.530
650690.620,435863.850,110.150
650689.040,435863.370,109.000
650689.090,435863.270,111.240
650689.200,435863.390,110.900
650689.250,435863.710,111.710
650689.250,435863.400,110.110
650690.620,435864.040,110.170
650690.030,435863.800,111.370
650689.690,435863.470,111.330
650691.240,435864.030,110.550
650689.180,435863.470,111.540
650690.810,435863.940,111.260
650689.200,435863.240,111.380
650689.190,435863.280,112.060
650689.780,435863.910,111.390
650693.520,435864.980,109.940
650692.320,435864.660,109.770
650689.200,435863.240,111.380
650691.200,435864.220,110.600
650692.320,435864.590,111.370
650690.070,435863.910,111.380
650689.370,435863.570,111.480
650689.290,435863.540,111.910
650689.360,435863.590,112.360
650692.080,435864.360,111.110
650689.220,435863.660,110.680
650689.170,435863.480,110.540
650689.140,435863.580,111.380
650689.200,435863.390,110.900
650693.430,435865.030,109.970
650689.390,435863.430,109.530
650689.560,435863.660,109.500
650691.580,435864.410,110.760
650689.200,435863.420,110.620
650692.810,435864.780,109.850
650689.100,435863.590,110.630
650692.480,435864.550,111.400
650689.870,435863.620,111.450
650692.090,435864.550,109.970
650689.980,435863.610,109.700
650689.150,435863.640,111.110
650689.150,435863.410,109.190
650689.370,435863.340,111.090
650689.750,435863.770,112.780
650689.270,435863.240,109.110
650692.390,435864.520,111.340
650689.420,435863.420,111.740
650692.390,435864.520,111.340
650690.860,435863.920,110.280
650693.430,435864.940,109.920
650690.900,435864.180,110.410
650689.250,435863.400,110.110
650689.360,435863.550,109.740
650689.320,435863.430,111.690
650689.680,435863.900,111.560
650689.680,435863.930,111.250
650690.110,435863.640,109.830
650691.730,435864.320,109.960
650692.210,435864.480,111.240
650689.212,435863.426,103.580
650689.212,435863.426,112.580
650689.412,435863.426,103.580
650689.012,435863.426,103.580
650689.212,435863.626,103.580
650689.212,435863.226,103.580
650689.212,435863.426,103.380
650689.212,435863.426,103.580
650689.212,435863.426,103.681
650689.212,435863.426,103.782
650689.212,435863.426,103.883
650689.212,435863.426,103.984
650689.212,435863.426,104.086
650689.212,435863.426,104.187
650689.212,435863.426,104.288
650689.212,435863.426,104.389
650689.212,435863.426,104.490
650689.212,435863.426,104.591
650689.212,435863.426,104.692
650689.212,435863.426,104.793
650689.212,435863.426,104.895
650689.212,435863.426,104.996
650689.212,435863.426,105.097
650689.212,435863.426,105.198
650689.212,435863.426,105.299
650689.212,435863.426,105.400
650689.212,435863.426,105.501
650689.212,435863.426,105.602
650689.212,435863.426,105.704
650689.212,435863.426,105.805
650689.212,435863.426,105.906
650689.212,435863.426,106.007
650689.212,435863.426,106.108
650689.212,435863.426,106.209
650689.212,435863.426,106.310
650689.212,435863.426,106.411
650689.212,435863.426,106.513
650689.212,435863.426,106.614
650689.212,435863.426,106.715
650689.212,435863.426,106.816
650689.212,435863.426,106.917
650689.212,435863.426,107.018
650689.212,435863.426,107.119
650689.212,435863.426,107.220
650689.212,435863.426,107.322
650689.212,435863.426,107.423
650689.212,435863.426,107.524
650689.212,435863.426,107.625
650689.212,435863.426,107.726
650689.212,435863.426,107.827
650689.212,435863.426,107.928
650689.212,435863.426,108.029
650689.212,435863.426,108.131
650689.212,435863.426,108.232
650689.212,435863.426,108.333
650689.212,435863.426,108.434
650689.212,435863.426,108.535
650689.212,435863.426,108.636
650689.212,435863.426,108.737
650689.212,435863.426,108.838
650689.212,435863.426,108.940
650689.212,435863.426,109.041
650689.212,435863.426,109.142
650689.212,435863.426,109.243
650689.212,435863.426,109.344
650689.212,435863.426,109.445
650689.212,435863.426,109.546
650689.212,435863.426,109.647
650689.212,435863.426,109.749
650689.212,435863.426,109.850
650689.212,435863.426,109.951
650689.212,435863.426,110.052
650689.212,435863.426,110.153
650689.212,435863.426,110.254
650689.212,435863.426,110.355
650689.212,435863.426,110.456
650689.212,435863.426,110.558
650689.212,435863.426,110.659
650689.212,435863.426,110.760
650689.212,435863.426,110.861
650689.212,435863.426,110.962
650689.212,435863.426,111.063
650689.212,435863.426,111.164
650689.212,435863.426,111.265
650689.212,435863.426,111.367
650689.212,435863.426,111.468
650689.212,435863.426,111.569
650689.212,435863.426,111.670
650689.212,435863.426,111.771
650689.212,435863.426,111.872
650689.212,435863.426,111.973
650689.212,435863.426,112.074
650689.212,435863.426,112.176
650689.212,435863.426,112.277
650689.212,435863.426,112.378
650689.212,435863.426,112.479
650689.212,435863.426,112.580
650689.130,435863.550,112.000
650689.040,435863.260,111.450
650691.670,435864.220,110.860
650689.920,435864.030,112.460
650689.340,435863.490,110.430
650690.940,435864.090,111.260
650689.280,435863.450,109.210
650690.380,435863.860,110.010
650689.390,435863.430,109.530
650689.200,435863.420,110.620
650689.440,435863.460,111.480
650689.120,435863.650,112.820
650691.240,435864.030,110.550
650690.210,435863.830,111.350
650689.400,435863.520,110.790
650691.650,435864.240,109.960
650689.290,435863.420,112.060
650689.100,435863.700,112.700
650689.330,435863.450,111.510
650689.440,435863.410,112.190
650689.440,435863.390,111.960
650693.610,435865.040,109.950
650689.570,435863.260,112.060
650689.090,435863.540,109.650
650689.150,435863.330,111.520
650690.510,435864.020,111.330
650691.240,435864.030,110.550
650690.500,435864.030,110.080
650690.210,435863.770,109.900
650689.010,435863.350,109.100
650691.100,435864.030,110.510
650689.180,435863.700,111.920
650693.000,435864.760,109.930
650689.140,435863.580,111.380
650689.340,435863.430,111.020
650689.470,435863.470,111.200
650689.090,435863.580,109.820
650691.650,435864.430,110.930
650690.070,435863.910,111.380
650690.620,435864.040,110.170
650692.920,435864.840,109.920
650689.170,435863.440,109.450
650689.220,435863.280,110.540
650689.120,435863.650,112.820
650693.240,435864.940,109.950
650691.650,435864.320,110.890
650691.180,435864.120,110.550
650690.590,435864.110,111.360
650689.400,435863.490,110.260
650689.130,435863.660,109.660
650689.300,435863.430,110.690
650689.870,435863.920,112.800
650690.440,435863.800,111.310
650689.240,435863.400,109.060
650690.940,435864.090,111.260
650690.900,435864.180,110.410
650689.510,435863.230,110.730
650689.240,435863.290,110.780
650689.120,435863.430,112.120
650689.410,435863.620,112.670
650689.200,435863.380,109.950
650689.220,435863.610,110.400
650689.350,435863.620,109.670
650693.340,435864.980,109.950
650688.990,435863.250,111.170
650689.750,435863.830,111.460
650691.930,435864.380,109.960
650691.180,435864.260,109.970
650690.620,435863.850,110.150
650691.480,435864.240,109.970
650689.350,435863.620,109.670
650691.730,435864.320,109.960
650689.240,435863.610,111.060
650692.220,435864.710,109.760
650689.180,435863.700,111.920
650689.820,435863.560,109.500
650689.270,435863.670,111.870
650689.200,435863.380,109.950
650691.180,435864.120,110.550
650689.520,435863.750,112.880
650689.180,435863.450,111.060
650689.200,435863.380,109.950
650689.240,435863.540,109.080
650689.150,435863.520,110.090
650689.350,435863.630,109.520
650690.890,435864.050,109.940
650689.230,435863.250,109.510
650689.290,435863.540,111.910
650689.250,435863.480,109.740
650692.410,435864.620,111.450
650689.270,435863.610,109.390
650691.850,435864.480,111.120
650689.540,435863.310,111.850
650691.430,435864.330,110.000
650689.580,435863.250,112.170
650689.670,435863.390,109.370
650689.310,435863.520,109.420
650691.930,435864.450,111.040
650689.560,435863.660,112.520
650689.170,435863.480,110.810
650689.150,435863.640,111.110
650689.400,435863.520,110.790
650689.150,435863.490,110.670
650689.980,435863.610,109.700
650689.330,435863.450,111.510
650690.680,435863.960,110.110
650689.200,435863.310,111.260
650691.180,435864.120,110.550
650689.370,435863.240,110.680
650692.510,435864.610,111.480
650689.530,435863.360,111.630
650689.140,435863.340,111.420
650689.460,435863.540,112.110
650689.530,435863.840,111.350
650689.170,435863.440,109.450
650692.920,435864.840,109.920
650689.700,435863.790,112.080
650689.180,435863.370,110.450
650689.040,435863.260,111.450
650689.200,435863.570,112.540
650691.810,435864.410,111.050
650689.190,435863.300,109.670
650689.350,435863.630,110.510
650691.580,435864.410,110.760
650689.100,435863.690,109.750
650690.300,435863.800,109.950
650689.400,435863.440,111.590
650689.380,435863.480,112.090
650689.200,435863.240,111.380
650689.270,435863.550,111.520
650691.960,435864.280,109.940
650690.380,435863.860,110.010
650689.170,435863.490,110.940
650689.220,435863.420,110.200
650689.130,435863.620,112.360
650689.200,435863.370,109.790
650689.190,435863.320,110.170
650692.920,435864.840,109.920
650691.120,435864.180,109.980
650689.100,435863.700,112.700
650689.690,435863.470,111.330
650689.360,435863.550,109.740
650693.020,435864.850,109.840
650691.110,435864.190,110.540
650689.730,435863.520,109.550
650691.120,435864.180,109.980
650690.870,435864.030,111.260
650689.350,435863.600,112.580
650689.290,435863.420,112.060
650689.290,435863.540,111.910
650689.120,435863.610,111.910
650689.290,435863.540,111.910
650689.560,435863.280,111.750
650689.620,435863.560,109.540
650693.000,435864.760,109.930
650689.110,435863.600,109.300
650689.370,435863.240,110.680
650689.510,435863.230,110.730
650689.370,435863.470,110.580
650689.350,435863.620,109.670
650690.870,435864.030,111.260
650689.280,435863.450,109.210
650691.910,435864.340,111.040
650689.270,435863.670,111.870
650692.130,435864.440,111.190
650689.920,435863.990,112.730
650689.270,435863.540,111.730
650689.310,435863.510,109.560
650689.270,435863.670,111.870
650689.120,435863.650,112.820
650689.120,435863.670,111.770
650689.250,435863.710,111.710
650692.410,435864.620,111.450
650689.190,435863.300,109.670
650690.700,435864.010,110.230
650691.100,435864.030,110.510
650689.460,435863.430,110.940
650691.580,435864.410,110.760
650689.710,435863.800,109.580
650689.330,435863.450,111.510
650689.200,435863.370,109.790
650690.440,435863.800,111.310
650689.170,435863.480,110.540
650689.150,435863.490,109.700
650689.460,435863.430,110.940
650691.730,435864.480,109.980
650689.390,435863.570,112.490
650689.200,435863.310,111.260
650690.810,435863.940,111.260
650689.670,435863.390,109.370
650689.140,435863.600,111.270
650689.380,435863.580,110.380
650689.570,435863.260,112.060
650690.140,435863.760,111.370
650689.340,435863.440,109.020
650689.240,435863.730,111.240
650689.490,435863.270,110.860
650689.190,435863.270,110.670
650691.340,435864.110,109.980
650689.440,435863.620,112.300
650692.590,435864.550,111.400
650690.980,435863.880,110.330
650692.770,435864.750,109.960
650689.410,435863.620,112.670
650689.190,435863.350,111.150
650689.460,435863.400,112.090
650689.280,435863.560,112.460
650689.280,435863.360,110.010
650689.950,435863.930,112.530
650689.320,435863.360,110.610
650689.150,435863.520,110.090
650689.340,435863.440,109.020
650689.240,435863.600,112.760
650689.210,435863.530,109.620
650689.150,435863.410,109.190
650692.080,435864.360,111.110
650690.950,435863.920,111.270
650689.170,435863.480,111.410
650689.200,435863.680,112.680
650689.700,435863.790,112.080
650689.710,435863.620,109.580
650689.240,435863.210,112.280
650692.810,435864.780,109.850
650689.530,435863.490,111.430
650689.370,435863.310,110.800
650690.870,435864.030,111.260
650689.560,435863.490,111.270
650689.270,435863.540,111.730
650689.620,435863.790,112.870
650689.200,435863.370,109.790
650691.430,435864.330,110.000
650689.180,435863.470,111.540
650689.180,435863.430,109.590
650690.380,435863.860,110.010
650689.710,435863.620,109.580
650692.700,435864.730,109.780
650690.210,435863.770,109.900
650689.940,435863.590,111.370
650692.410,435864.620,111.450
650689.380,435863.580,110.380
650689.130,435863.620,112.360
650690.100,435863.780,109.800
650692.390,435864.520,111.340
650692.360,435864.440,111.210
650689.110,435863.500,109.550
650689.150,435863.330,111.520
650691.670,435864.220,110.860
650689.260,435863.400,111.210
650691.560,435864.420,110.980
650689.040,435863.260,111.450
650689.780,435863.910,111.390
650690.360,435863.680,109.980
650689.460,435863.540,112.110
650689.270,435863.600,112.640
650689.330,435863.400,111.950
650690.620,435863.850,110.150
650689.090,435863.270,111.240
650690.960,435864.090,110.420
650689.550,435863.690,112.800
650690.990,435864.000,109.940
650689.510,435863.230,110.730
650691.280,435864.290,109.980
650690.960,435864.090,110.420
650690.140,435863.760,111.370
650689.450,435863.690,112.810
650689.220,435863.300,110.060
650691.180,435864.120,110.550
650689.320,435863.360,110.610
650689.270,435863.540,111.730
650689.160,435863.380,109.370
650689.170,435863.490,110.940
650692.700,435864.730,109.780
650690.210,435863.830,111.350
650689.270,435863.540,111.730
650689.030,435863.220,111.680
650692.430,435864.660,109.820
650692.310,435864.490,111.280
650689.230,435863.690,111.580
650693.240,435864.940,109.950
650689.200,435863.680,112.680
650689.750,435863.770,112.780
650689.160,435863.710,111.640
650690.510,435864.020,111.330
650693.430,435864.940,109.920
650693.070,435864.950,109.900
650689.430,435863.660,111.350
650691.810,435864.410,111.050
650690.300,435863.800,109.950
650689.130,435863.250,110.750
650691.120,435864.130,111.230
650689.620,435863.790,112.870
650689.410,435863.620,112.670
650689.420,435863.420,111.740
650689.180,435863.490,111.770
650689.120,435863.560,109.950
650689.160,435863.510,111.150
650689.150,435863.490,110.670
650692.590,435864.550,111.400
650689.240,435863.730,111.240
650693.340,435864.980,109.950
650693.290,435864.850,109.940
650689.150,435863.570,111.530
650689.590,435863.700,112.060
650689.620,435863.790,112.870
650689.470,435863.630,112.540
650689.370,435863.340,111.090
650689.940,435863.590,111.370
650690.810,435863.750,111.210
650689.180,435863.470,111.540
650689.140,435863.490,109.110
650689.270,435863.440,111.840
650689.210,435863.640,108.960
650689.310,435863.420,111.340
650689.530,435863.360,111.630
650689.530,435863.360,111.630
650693.090,435864.770,109.900
650689.300,435863.530,111.000
650689.160,435863.380,109.370
650689.120,435863.430,112.120
650690.260,435863.670,109.950
650690.510,435863.900,110.070
650689.270,435863.550,111.520
650689.170,435863.530,111.680
650690.380,435863.860,110.010
650689.310,435863.520,109.420
650690.180,435863.590,109.890
650689.510,435863.230,110.730
650691.980,435864.530,111.070
650689.130,435863.410,112.290
650689.310,435863.520,109.420
650689.110,435863.580,110.860
650692.370,435864.570,109.770
650689.160,435863.510,111.150
650689.350,435863.630,110.510
650689.350,435863.600,112.580
650689.180,435863.430,109.590
650690.710,435863.890,110.200
650689.130,435863.550,112.000
650691.670,435864.220,110.860
650690.940,435864.090,111.260
650689.140,435863.580,111.380
650690.380,435863.860,110.010
650689.540,435863.550,109.480
650689.190,435863.270,110.670
650692.180,435864.530,109.900
650690.310,435863.930,109.960
650689.940,435863.590,111.370
650689.780,435863.910,111.390
650689.210,435863.530,109.620
650690.300,435863.780,111.330
650689.190,435863.350,111.000
650689.200,435863.420,110.620
650689.030,435863.220,111.680
650689.010,435863.350,109.100
650689.920,435864.030,112.460
650689.150,435863.490,110.670
650689.220,435863.280,110.540
650689.270,435863.420,110.550
650691.180,435864.260,109.970
650689.340,435863.630,112.790
650689.180,435863.430,109.590
650691.230,435864.140,111.210
650689.260,435863.400,111.210
650692.480,435864.550,111.400
650688.990,435863.250,111.170
650689.240,435863.290,110.780
650689.240,435863.600,112.760
650691.730,435864.320,109.960
650689.130,435863.250,110.750
650690.700,435864.010,110.230
650692.320,435864.590,111.370
650691.230,435864.140,111.210
650692.510,435864.610,111.480
650689.230,435863.550,112.040
650692.020,435864.470,111.180
650689.180,435863.470,111.540
650689.780,435863.910,111.390
650689.640,435863.740,112.150
650689.290,435863.210,110.550
650689.210,435863.530,109.620
650689.310,435863.510,109.560
650689.260,435863.400,111.210
650689.200,435863.420,110.620
650691.270,435864.130,110.600
650689.120,435863.590,109.410
650692.770,435864.750,109.960
650689.650,435863.920,111.460
650689.930,435863.590,109.600
650689.370,435863.570,111.480
650689.850,435863.750,109.660
650691.120,435864.180,109.980
650693.160,435865.020,109.950
650691.990,435864.520,109.980
650689.310,435863.310,112.030
650689.160,435863.710,111.640
650690.140,435863.760,111.370
