100_0154_0001.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0147291, 0.0198654, -0.0152033, 0.292387, 0.00814567, 0.0159626
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0259333, 0.0365873, -0.211639, 0.00948379, 0.010574, -0.00201093
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0230206, -0.00782366, 0.0796181, -0.00750917, -0.0105921, 0.00503151
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0197796, 0.00308029, -0.0494463, 0.00785056, 0.00985323, -0.00559459
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00790375, -0.0413809, -0.0360056, 0.156528, 0.00255197, 0.0109146
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0199459, 0.0374507, -0.0509059, 0.0237425, 0.171631, -0.0149218
0.0434695, -0.128962, -0.0147291, -0.0259333, 0.0230206, -0.0197796, 0.00790375, 0.0199459, 1, 0.0285591, 0.000452827, -0.0380212, 0.237781, -0.0261843
-0.139659, -0.023379, 0.0198654, 0.0365873, -0.00782366, 0.00308029, -0.0413809, 0.0374507, 0.0285591, 1, -0.0862513, -0.257607, -0.0450002, -0.02068
0.645688, 0.0320667, -0.0152033, -0.211639, 0.0796181, -0.0494463, -0.0360056, -0.0509059, 0.000452827, -0.0862513, 1, -0.0474071, -0.149138, 0.00848492
-0.022775, 0.0111851, 0.292387, 0.00948379, -0.00750917, 0.00785056, 0.156528, 0.0237425, -0.0380212, -0.257607, -0.0474071, 1, -0.0383307, -0.389803
0.00664139, 0.306544, 0.00814567, 0.010574, -0.0105921, 0.00985323, 0.00255197, 0.171631, 0.237781, -0.0450002, -0.149138, -0.0383307, 1, 0.0726506
-0.00504066, -0.00945467, 0.0159626, -0.00201093, 0.00503151, -0.00559459, 0.0109146, -0.0149218, -0.0261843, -0.02068, 0.00848492, -0.389803, 0.0726506, 1
100_0154_0126.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0434952, -0.140167, 0.643406, -0.020133, 0.00684958, -0.00511493
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.12861, -0.0230787, 0.0331692, 0.0109015, 0.302313, -0.0123507
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0145539, 0.0194619, -0.0119368, 0.29134, 0.00332828, 0.00712536
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0251848, 0.0370029, -0.210041, 0.00550359, 0.00995547, -0.000807503
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0219837, -0.00827554, 0.0780819, -0.00287808, -0.010103, 0.00324261
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0186124, 0.00343939, -0.0477081, 0.00332741, 0.00964623, -0.00398676
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.008223, -0.0420761, -0.0356196, 0.159245, 0.001745, 0.00132127
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0197444, 0.0376039, -0.0530553, 0.0231329, 0.165128, -0.0181677
0.0434952, -0.12861, -0.0145539, -0.0251848, 0.0219837, -0.0186124, 0.008223, 0.0197444, 1, 0.0283047, 0.00913017, -0.04798, 0.232408, -0.0154811
-0.140167, -0.0230787, 0.0194619, 0.0370029, -0.00827554, 0.00343939, -0.0420761, 0.0376039, 0.0283047, 1, -0.0885544, -0.253598, -0.0459958, -0.01809
0.643406, 0.0331692, -0.0119368, -0.210041, 0.0780819, -0.0477081, -0.0356196, -0.0530553, 0.00913017, -0.0885544, 1, -0.0215511, -0.123481, -0.00351256
-0.020133, 0.0109015, 0.29134, 0.00550359, -0.00287808, 0.00332741, 0.159245, 0.0231329, -0.04798, -0.253598, -0.0215511, 1, -0.0521413, -0.40164
0.00684958, 0.302313, 0.00332828, 0.00995547, -0.010103, 0.00964623, 0.001745, 0.165128, 0.232408, -0.0459958, -0.123481, -0.0521413, 1, 0.0712933
-0.00511493, -0.0123507, 0.00712536, -0.000807503, 0.00324261, -0.00398676, 0.00132127, -0.0181677, -0.0154811, -0.01809, -0.00351256, -0.40164, 0.0712933, 1
100_0154_0127.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0436359, -0.140672, 0.659859, -0.018569, 0.00709604, -0.00443049
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.130328, -0.0230687, 0.0359739, 0.00774681, 0.305925, -0.00986188
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0142973, 0.0202557, -0.0121685, 0.304488, -0.00168526, -0.0002386
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0255474, 0.0368611, -0.212688, 0.00405906, 0.0101902, -0.0016504
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0224852, -0.00795606, 0.0770435, -0.000780168, -0.00998654, 0.00290755
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0191615, 0.00312014, -0.0460038, 0.000811896, 0.00923079, -0.00302469
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00807311, -0.0419306, -0.0348618, 0.16826, -5.33242e-05, -0.00209019
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0193536, 0.0374864, -0.0539961, 0.0199816, 0.165511, -0.0116004
0.0436359, -0.130328, -0.0142973, -0.0255474, 0.0224852, -0.0191615, 0.00807311, 0.0193536, 1, 0.028403, 0.00979007, -0.0503407, 0.234315, -0.0132046
-0.140672, -0.0230687, 0.0202557, 0.0368611, -0.00795606, 0.00312014, -0.0419306, 0.0374864, 0.028403, 1, -0.0937106, -0.254449, -0.0389299, -0.0186958
0.659859, 0.0359739, -0.0121685, -0.212688, 0.0770435, -0.0460038, -0.0348618, -0.0539961, 0.00979007, -0.0937106, 1, -0.0125852, -0.115491, 0.00580406
-0.018569, 0.00774681, 0.304488, 0.00405906, -0.000780168, 0.000811896, 0.16826, 0.0199816, -0.0503407, -0.254449, -0.0125852, 1, -0.0678798, -0.409037
0.00709604, 0.305925, -0.00168526, 0.0101902, -0.00998654, 0.00923079, -5.33242e-05, 0.165511, 0.234315, -0.0389299, -0.115491, -0.0678798, 1, 0.053024
-0.00443049, -0.00986188, -0.0002386, -0.0016504, 0.00290755, -0.00302469, -0.00209019, -0.0116004, -0.0132046, -0.0186958, 0.00580406, -0.409037, 0.053024, 1
100_0154_0128.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0427671, -0.137543, 0.643106, -0.0170572, 0.00540906, -0.00373944
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.126628, -0.0227351, 0.0355805, 0.00692092, 0.29075, -0.00021168
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0140076, 0.0191918, -0.0111417, 0.294208, -0.00344142, 0.00547094
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0249288, 0.0362227, -0.208354, 0.00463792, 0.0120379, -0.00206626
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0218195, -0.00786546, 0.075553, -0.00114433, -0.0116082, 0.00193159
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0186066, 0.00314844, -0.0450855, 0.000796274, 0.0105534, -0.00156403
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00780874, -0.0405111, -0.0351277, 0.159799, -0.00226346, 0.000761863
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0189774, 0.0371376, -0.051491, 0.0125076, 0.153291, -0.00114135
0.0427671, -0.126628, -0.0140076, -0.0249288, 0.0218195, -0.0186066, 0.00780874, 0.0189774, 1, 0.0266834, 0.0114967, -0.0510651, 0.233904, 0.00237991
-0.137543, -0.0227351, 0.0191918, 0.0362227, -0.00786546, 0.00314844, -0.0405111, 0.0371376, 0.0266834, 1, -0.0932728, -0.284221, -0.0511329, -0.00916678
0.643106, 0.0355805, -0.0111417, -0.208354, 0.075553, -0.0450855, -0.0351277, -0.051491, 0.0114967, -0.0932728, 1, 0.0323781, -0.0940001, -0.0147647
-0.0170572, 0.00692092, 0.294208, 0.00463792, -0.00114433, 0.000796274, 0.159799, 0.0125076, -0.0510651, -0.284221, 0.0323781, 1, -0.0266295, -0.342103
0.00540906, 0.29075, -0.00344142, 0.0120379, -0.0116082, 0.0105534, -0.00226346, 0.153291, 0.233904, -0.0511329, -0.0940001, -0.0266295, 1, -0.0252123
-0.00373944, -0.00021168, 0.00547094, -0.00206626, 0.00193159, -0.00156403, 0.000761863, -0.00114135, 0.00237991, -0.00916678, -0.0147647, -0.342103, -0.0252123, 1
100_0154_0129.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0432729, -0.139411, 0.656235, -0.0153827, 0.00425354, -0.00390267
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.128129, -0.0228018, 0.0342901, 0.0064661, 0.299058, 0.00360621
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.014372, 0.0199818, -0.0103683, 0.297614, -0.00322288, 0.0112185
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0249748, 0.0367218, -0.2147, 0.00156169, 0.0137154, 0.00021224
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0217861, -0.0079816, 0.0802209, 0.00188554, -0.0136027, -0.00052447
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0184942, 0.00322108, -0.0493638, -0.00212069, 0.0126721, 0.000777357
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00790033, -0.0416001, -0.0363403, 0.162985, -0.00266514, 0.00460612
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.019376, 0.0376583, -0.0550636, 0.00590801, 0.158695, 0.00747216
0.0432729, -0.128129, -0.014372, -0.0249748, 0.0217861, -0.0184942, 0.00790033, 0.019376, 1, 0.0281784, 0.0121695, -0.0504097, 0.229336, -0.000137
-0.139411, -0.0228018, 0.0199818, 0.0367218, -0.0079816, 0.00322108, -0.0416001, 0.0376583, 0.0281784, 1, -0.0978667, -0.280228, -0.0507473, -0.0126016
0.656235, 0.0342901, -0.0103683, -0.2147, 0.0802209, -0.0493638, -0.0363403, -0.0550636, 0.0121695, -0.0978667, 1, 0.0319946, -0.094141, -0.0143382
-0.0153827, 0.0064661, 0.297614, 0.00156169, 0.00188554, -0.00212069, 0.162985, 0.00590801, -0.0504097, -0.280228, 0.0319946, 1, -0.0102708, -0.370166
0.00425354, 0.299058, -0.00322288, 0.0137154, -0.0136027, 0.0126721, -0.00266514, 0.158695, 0.229336, -0.0507473, -0.094141, -0.0102708, 1, -0.0643104
-0.00390267, 0.00360621, 0.0112185, 0.00021224, -0.00052447, 0.000777357, 0.00460612, 0.00747216, -0.000137, -0.0126016, -0.0143382, -0.370166, -0.0643104, 1
100_0154_0130.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0435814, -0.140314, 0.660964, -0.0143539, 0.00349481, -0.00496449
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.129511, -0.0233654, 0.0348654, 0.0116673, 0.304086, -0.00085785
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0148249, 0.020039, -0.0126803, 0.301134, -0.000436591, 0.0205177
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.025754, 0.0371768, -0.214371, 0.000111809, 0.0121109, 0.00214628
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0226855, -0.00832036, 0.077607, 0.00315357, -0.0115985, -0.0019544
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0192924, 0.00355996, -0.0455225, -0.00341572, 0.0108081, 0.00178886
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.0066759, -0.0423816, -0.0374615, 0.168496, -0.00235565, 0.00648246
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0208615, 0.038192, -0.0543239, 0.00199763, 0.165146, 0.0126382
0.0435814, -0.129511, -0.0148249, -0.025754, 0.0226855, -0.0192924, 0.0066759, 0.0208615, 1, 0.0281175, 0.0101283, -0.0509773, 0.223093, -0.00568012
-0.140314, -0.0233654, 0.020039, 0.0371768, -0.00832036, 0.00355996, -0.0423816, 0.038192, 0.0281175, 1, -0.0919022, -0.278407, -0.0580321, -0.0234277
0.660964, 0.0348654, -0.0126803, -0.214371, 0.077607, -0.0455225, -0.0374615, -0.0543239, 0.0101283, -0.0919022, 1, -0.0121628, -0.124291, 0.00139082
-0.0143539, 0.0116673, 0.301134, 0.000111809, 0.00315357, -0.00341572, 0.168496, 0.00199763, -0.0509773, -0.278407, -0.0121628, 1, -0.000993694, -0.364002
0.00349481, 0.304086, -0.000436591, 0.0121109, -0.0115985, 0.0108081, -0.00235565, 0.165146, 0.223093, -0.0580321, -0.124291, -0.000993694, 1, -0.0328093
-0.00496449, -0.00085785, 0.0205177, 0.00214628, -0.0019544, 0.00178886, 0.00648246, 0.0126382, -0.00568012, -0.0234277, 0.00139082, -0.364002, -0.0328093, 1
100_0154_0131.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0431071, -0.138099, 0.660589, -0.0145563, 0.00291286, -0.00491752
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.128231, -0.0226694, 0.0351539, 0.0131557, 0.305377, -0.00557967
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0153256, 0.0193925, -0.0124666, 0.297022, 5.19262e-05, 0.0289907
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0248555, 0.0356992, -0.216606, 0.00335001, 0.0122823, 0.000769044
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0217758, -0.00728797, 0.0807535, 0.000285193, -0.0120493, -0.000542815
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0183299, 0.00275422, -0.0490097, -0.00117352, 0.0115335, 0.000669593
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00653117, -0.0414998, -0.0370143, 0.164697, -0.00159124, 0.012686
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0210988, 0.0374746, -0.051855, 0.00193006, 0.168876, 0.01201
0.0431071, -0.128231, -0.0153256, -0.0248555, 0.0217758, -0.0183299, 0.00653117, 0.0210988, 1, 0.0283605, 0.00930939, -0.0563887, 0.227858, -0.00983627
-0.138099, -0.0226694, 0.0193925, 0.0356992, -0.00728797, 0.00275422, -0.0414998, 0.0374746, 0.0283605, 1, -0.0920572, -0.290398, -0.0517957, -0.0201845
0.660589, 0.0351539, -0.0124666, -0.216606, 0.0807535, -0.0490097, -0.0370143, -0.051855, 0.00930939, -0.0920572, 1, -0.0214478, -0.132498, 0.0151729
-0.0145563, 0.0131557, 0.297022, 0.00335001, 0.000285193, -0.00117352, 0.164697, 0.00193006, -0.0563887, -0.290398, -0.0214478, 1, -0.0166881, -0.364244
0.00291286, 0.305377, 5.19262e-05, 0.0122823, -0.0120493, 0.0115335, -0.00159124, 0.168876, 0.227858, -0.0517957, -0.132498, -0.0166881, 1, -0.0150895
-0.00491752, -0.00557967, 0.0289907, 0.000769044, -0.000542815, 0.000669593, 0.012686, 0.01201, -0.00983627, -0.0201845, 0.0151729, -0.364244, -0.0150895, 1
100_0154_0132.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0440194, -0.14157, 0.664238, -0.0131264, 0.00245101, -0.00581437
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.130942, -0.023076, 0.0361977, 0.0126944, 0.306033, -0.00717641
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0152559, 0.0196236, -0.0121213, 0.296389, 0.00292778, 0.0291787
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0251083, 0.0371177, -0.217888, -0.00130328, 0.011964, 0.0047684
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0219788, -0.00796447, 0.0821337, 0.0046835, -0.0121413, -0.00479494
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0184824, 0.00314532, -0.0510032, -0.00485508, 0.0119648, 0.00462348
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00690383, -0.0430666, -0.0373006, 0.164295, -0.000623854, 0.0116848
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0210787, 0.0382224, -0.0527645, 0.00214967, 0.17061, 0.00830226
0.0440194, -0.130942, -0.0152559, -0.0251083, 0.0219788, -0.0184824, 0.00690383, 0.0210787, 1, 0.0290196, 0.0120746, -0.0564092, 0.211896, -0.00461698
-0.14157, -0.023076, 0.0196236, 0.0371177, -0.00796447, 0.00314532, -0.0430666, 0.0382224, 0.0290196, 1, -0.100745, -0.273438, -0.0513632, -0.0267065
0.664238, 0.0361977, -0.0121213, -0.217888, 0.0821337, -0.0510032, -0.0373006, -0.0527645, 0.0120746, -0.100745, 1, 0.00176564, -0.135651, -0.00219472
-0.0131264, 0.0126944, 0.296389, -0.00130328, 0.0046835, -0.00485508, 0.164295, 0.00214967, -0.0564092, -0.273438, 0.00176564, 1, -0.00719821, -0.374262
0.00245101, 0.306033, 0.00292778, 0.011964, -0.0121413, 0.0119648, -0.000623854, 0.17061, 0.211896, -0.0513632, -0.135651, -0.00719821, 1, 0.00285718
-0.00581437, -0.00717641, 0.0291787, 0.0047684, -0.00479494, 0.00462348, 0.0116848, 0.00830226, -0.00461698, -0.0267065, -0.00219472, -0.374262, 0.00285718, 1
100_0154_0133.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0443384, -0.142259, 0.656612, -0.0129664, 0.0014655, -0.00459601
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.13121, -0.0235163, 0.0359702, 0.0120293, 0.298449, -0.0128036
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0142653, 0.0197688, -0.0135369, 0.289699, 0.00735893, 0.0260283
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0264047, 0.0378143, -0.214687, 0.000956784, 0.0110557, 0.00329046
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0234072, -0.00862988, 0.0797745, 0.00270783, -0.0104527, -0.00416118
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0200555, 0.00371729, -0.0487721, -0.00275996, 0.0097965, 0.00413949
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00800438, -0.042445, -0.0346217, 0.156061, 0.000256448, 0.0143333
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0198461, 0.037983, -0.0493022, 0.00423029, 0.167825, -0.000523186
0.0443384, -0.13121, -0.0142653, -0.0264047, 0.0234072, -0.0200555, 0.00800438, 0.0198461, 1, 0.0284725, 0.00899237, -0.050696, 0.209629, -0.000656654
-0.142259, -0.0235163, 0.0197688, 0.0378143, -0.00862988, 0.00371729, -0.042445, 0.037983, 0.0284725, 1, -0.0915178, -0.272294, -0.0495977, -0.0199125
0.656612, 0.0359702, -0.0135369, -0.214687, 0.0797745, -0.0487721, -0.0346217, -0.0493022, 0.00899237, -0.0915178, 1, -0.0190259, -0.138393, -0.0122086
-0.0129664, 0.0120293, 0.289699, 0.000956784, 0.00270783, -0.00275996, 0.156061, 0.00423029, -0.050696, -0.272294, -0.0190259, 1, -0.000191747, -0.377716
0.0014655, 0.298449, 0.00735893, 0.0110557, -0.0104527, 0.0097965, 0.000256448, 0.167825, 0.209629, -0.0495977, -0.138393, -0.000191747, 1, 0.0439331
-0.00459601, -0.0128036, 0.0260283, 0.00329046, -0.00416118, 0.00413949, 0.0143333, -0.000523186, -0.000656654, -0.0199125, -0.0122086, -0.377716, 0.0439331, 1
100_0154_0134.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0434255, -0.139128, 0.648632, -0.0133853, 0.000343852, -0.00324581
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.128761, -0.0230062, 0.0341609, 0.0120677, 0.289379, -0.0134954
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0143725, 0.0191377, -0.0148037, 0.27868, 0.00911617, 0.0214531
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.025547, 0.0362883, -0.211874, 0.00599288, 0.0126114, -0.000729253
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.022682, -0.00766099, 0.0786214, -0.00297631, -0.0123182, 0.000306682
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0195203, 0.00297115, -0.0482471, 0.00275373, 0.0114426, -0.000305221
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00722807, -0.0414675, -0.0349043, 0.14766, 0.000616335, 0.0119379
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0195958, 0.037548, -0.0501673, 0.00538954, 0.162936, -0.00175114
0.0434255, -0.128761, -0.0143725, -0.025547, 0.022682, -0.0195203, 0.00722807, 0.0195958, 1, 0.0266441, 0.00821782, -0.0409264, 0.21568, -0.0134833
-0.139128, -0.0230062, 0.0191377, 0.0362883, -0.00766099, 0.00297115, -0.0414675, 0.037548, 0.0266441, 1, -0.0854116, -0.278852, -0.052717, -0.0191647
0.648632, 0.0341609, -0.0148037, -0.211874, 0.0786214, -0.0482471, -0.0349043, -0.0501673, 0.00821782, -0.0854116, 1, -0.0524529, -0.145377, 0.00194504
-0.0133853, 0.0120677, 0.27868, 0.00599288, -0.00297631, 0.00275373, 0.14766, 0.00538954, -0.0409264, -0.278852, -0.0524529, 1, 0.00556226, -0.394246
0.000343852, 0.289379, 0.00911617, 0.0126114, -0.0123182, 0.0114426, 0.000616335, 0.162936, 0.21568, -0.052717, -0.145377, 0.00556226, 1, 0.0679491
