x,y,z,sx,sy,sz
650557.91,432653.36,109.89,0.0965,0.2804,0.7387
650520.39,432850.29,125.06,0.3224,0.1298,0.5827
650573.62,432793.42,108.93,0.0439,0.1725,0.5083
650527.86,432849.33,125.27,0.4520,0.2115,0.9670
650549.44,432792.58,124.82,0.1366,0.2004,0.5831
650534.31,432832.02,123.30,0.0541,0.0283,0.1400
650569.85,432838.41,124.87,0.0397,0.0682,0.2554
650532.17,432845.23,125.13,0.0815,0.0641,0.1977
650683.74,432784.21,127.81,0.2756,0.1322,0.4941
650560.42,432874.17,116.22,0.0759,0.4322,0.8926
650707.02,432812.45,124.56,0.2743,0.0877,0.3483
650498.81,432850.28,125.26,0.3628,0.1871,0.4682
650498.47,432816.09,123.44,0.3042,0.0619,0.3982
650553.72,432820.18,125.65,0.0500,0.0383,0.2410
650687.98,432801.70,127.99,0.1349,0.0479,0.2210
650603.73,432833.25,119.44,0.1600,0.0337,0.3966
650693.76,432812.86,125.99,0.1477,0.0627,0.2238
650578.11,432808.60,108.70,0.0664,0.0618,0.3804
650646.41,432765.60,109.60,0.0401,0.0625,0.1102
650531.20,432666.65,124.62,0.0988,0.1155,0.3745
650550.26,432832.16,125.45,0.1117,0.0986,0.4809
650503.76,432802.43,122.21,0.8755,0.3678,1.2444
650580.49,432843.87,109.25,0.0377,0.0522,0.1999
650624.32,432805.26,109.61,0.0176,0.0172,0.0570
650633.13,432837.59,109.04,0.0370,0.0321,0.1010
650611.13,432857.57,111.67,0.0403,0.0549,0.1319
650686.44,432807.67,109.84,0.0754,0.0287,0.1074
650570.78,432817.03,125.42,0.1116,0.0573,0.2329
650667.44,432773.10,109.27,0.0667,0.0624,0.1315
650574.54,432847.30,123.20,0.1576,0.1053,0.3573
650480.54,432714.64,116.11,0.4088,0.1562,0.5518
650572.56,432682.24,109.69,0.0223,0.0207,0.0447
650525.80,432842.95,125.95,0.0792,0.0557,0.1633
650679.13,432839.32,110.17,0.0616,0.0276,0.0983
650526.47,432827.65,125.06,0.1432,0.0536,0.3031
650553.46,432836.08,124.63,0.0320,0.0366,0.1533
650580.02,432830.17,108.90,0.1402,0.1236,0.7548
650503.51,432841.80,125.59,0.2854,0.1193,0.3924
650564.29,432840.21,124.58,0.0698,0.1357,0.4794
650591.30,432803.71,109.45,0.0611,0.0352,0.1419
650549.37,432822.84,124.64,0.0464,0.0318,0.1924
650611.29,432869.32,110.47,0.0297,0.0498,0.1011
650552.81,432831.84,124.90,0.1228,0.1193,0.5899
650608.23,432815.84,111.11,0.0291,0.0223,0.0890
650675.95,432809.08,109.93,0.3409,0.2372,0.4931
650550.09,432818.27,124.81,0.0374,0.0257,0.1557
650514.87,432678.51,122.79,0.1086,0.0503,0.1741
650593.09,432844.31,109.75,0.0397,0.0431,0.1405
650566.24,432843.82,127.69,0.1662,0.0817,0.3557
650501.59,432676.87,122.69,0.3604,0.1335,0.6367
650624.65,432669.56,110.14,0.0254,0.0190,0.0384
650613.69,432669.85,109.61,0.0225,0.0201,0.0423
650571.06,432678.52,109.94,0.0386,0.0359,0.0878
650559.49,432796.05,128.48,0.0701,0.1276,0.4149
650569.72,432674.94,109.76,0.0198,0.0192,0.0382
650591.57,432679.25,111.46,0.0204,0.0199,0.0415
650523.27,432837.08,124.75,0.1760,0.0866,0.3490
650679.64,432842.28,109.32,0.0297,0.0169,0.0528
650574.25,432863.80,124.45,0.3006,0.3675,0.8383
650534.65,432814.10,125.35,0.2454,0.0618,0.2961
650564.50,432819.81,126.83,0.1471,0.0293,0.3040
650550.25,432863.34,124.92,0.2148,0.1363,0.3329
650544.76,432855.81,119.92,0.7403,0.3257,1.1007
650502.98,432702.61,124.32,0.1052,0.0667,0.1850
650677.92,432828.77,108.91,0.0439,0.0230,0.0768
650585.49,432871.78,110.60,0.1920,0.4352,1.0049
650578.13,432858.46,110.30,0.1760,0.1718,0.5727
650674.84,432775.50,126.97,0.1477,0.1112,0.2635
650584.62,432830.04,109.03,0.0654,0.0379,0.1250
650496.73,432704.06,124.20,0.1290,0.0449,0.2035
650514.15,432844.42,126.43,0.3247,0.1654,0.5273
650641.35,432861.31,109.30,0.0419,0.0404,0.0952
650575.02,432839.49,111.63,0.9426,0.1974,1.3075
650504.90,432692.93,125.24,0.1792,0.0867,0.3230
650596.65,432848.01,110.02,0.1020,0.0454,0.1930
650540.52,432848.45,123.29,0.0621,0.0442,0.1391
650713.63,432866.75,124.24,0.2338,0.0681,0.2933
650606.65,432810.82,111.25,0.0198,0.0190,0.0610
650577.94,432858.47,110.03,0.2353,0.0675,0.3349
650571.46,432668.64,109.75,0.0241,0.0239,0.0512
650588.11,432650.19,110.08,0.0321,0.0335,0.0831
650620.15,432677.97,109.49,0.0353,0.0261,0.0638
650587.69,432850.70,109.21,0.0334,0.0451,0.1151
650671.70,432784.70,109.63,0.1439,0.0585,0.1997
650662.98,432777.18,109.26,0.1378,0.1237,0.3087
650703.92,432844.11,125.46,0.1235,0.0507,0.1731
650694.51,432844.61,108.26,0.0750,0.0369,0.1460
650625.56,432626.93,109.52,0.1153,0.0633,0.1739
650554.16,432804.06,124.36,0.0566,0.0558,0.2166
650584.48,432822.39,109.52,0.0271,0.0266,0.0697
650597.64,432681.93,110.08,0.0189,0.0184,0.0370
650606.77,432810.40,111.31,0.0260,0.0247,0.0620
650584.21,432826.35,109.34,0.0255,0.0218,0.0590
650627.12,432696.76,110.03,0.0304,0.0251,0.0564
650623.81,432691.18,109.57,0.0246,0.0235,0.0638
650609.83,432808.47,111.23,0.0154,0.0150,0.0385
650536.88,432830.03,109.38,0.0387,0.0341,0.1127
650722.10,433173.47,114.31,1.5662,5.3482,2.0658
650518.72,432821.24,124.91,0.0849,0.0498,0.1503
650579.63,432781.70,109.39,0.0193,0.0178,0.0378
650549.68,432782.75,124.74,0.0836,0.0895,0.3233
650577.16,432811.48,109.36,0.0242,0.0244,0.0868
650647.60,432751.68,109.08,0.0235,0.0226,0.0497
650652.93,432719.17,124.68,0.1388,0.1090,0.2135
650637.16,432791.76,109.13,0.0281,0.0234,0.0605
650567.74,432817.24,125.81,0.0508,0.0604,0.2010
650573.82,432798.91,109.36,0.0288,0.0277,0.1168
650546.55,432788.40,124.97,0.1047,0.0945,0.3347
650547.91,432785.01,125.23,0.3588,0.1892,0.6238
650560.71,432818.28,124.16,0.0854,0.2239,0.6334
650564.43,432770.90,123.09,0.2028,0.0908,0.5242
650532.68,432826.16,124.80,0.0775,0.0890,0.2100
650517.09,432813.67,124.59,0.0935,0.0562,0.1739
650546.42,432809.92,125.13,0.0581,0.0684,0.2493
650546.28,432760.64,125.07,0.0724,0.1141,0.3126
650556.79,432764.17,124.57,0.0516,0.1063,0.3393
650513.80,432785.84,114.78,0.5586,0.1498,1.0844
650492.79,432822.67,125.70,0.1466,0.0732,0.1794
650561.08,432791.84,127.20,0.0551,0.0557,0.3761
650494.44,432816.73,122.76,0.5228,0.2159,0.6795
650551.87,432782.81,124.79,0.2732,0.1456,0.5165
650574.80,432775.89,109.54,0.0305,0.0309,0.0643
650519.90,432757.79,116.30,0.4914,0.0797,0.6100
650616.05,432805.63,109.61,0.0209,0.0166,0.0484
650592.27,432825.08,109.80,0.0244,0.0231,0.0615
650571.72,432815.89,123.56,0.0663,0.0470,0.1201
650592.62,432815.46,109.78,0.0420,0.0341,0.1390
650583.74,432824.78,109.33,0.0234,0.0259,0.0674
650656.95,432763.56,109.54,0.0422,0.0339,0.0787
650561.63,432805.06,127.45,0.0515,0.0259,0.0957
650482.53,432692.75,124.84,0.4082,0.0752,0.5158
650591.15,432805.73,109.60,0.0164,0.0163,0.0441
650669.28,432773.89,110.38,0.1216,0.0691,0.1771
650656.53,432751.34,124.76,0.0392,0.0415,0.0669
650606.08,432772.35,110.96,0.0206,0.0249,0.0517
650742.30,433109.28,118.49,0.8770,1.7178,0.8655
650679.40,432819.31,109.08,0.1737,0.0780,0.2737
650718.39,433112.27,119.25,0.5940,1.6094,0.7804
650525.71,432745.65,115.81,0.1780,0.0476,0.2390
650488.42,432662.74,122.06,0.2278,0.1035,0.3244
650546.69,432818.50,124.69,0.2748,0.1766,0.4458
650682.95,432801.99,109.89,0.0570,0.0239,0.0892
650664.45,432750.36,125.20,0.1857,0.1052,0.2472
650661.77,432751.32,125.47,0.3141,0.0744,0.4157
650558.74,432794.43,130.46,0.0764,0.0281,0.1462
650567.42,432767.73,109.39,0.0467,0.0409,0.1228
650599.10,433057.76,130.70,0.2503,0.6140,0.3768
650533.96,432814.06,124.42,0.0946,0.0656,0.1564
650553.67,432755.67,123.60,0.1071,0.0921,0.2468
650583.82,432751.28,109.75,0.0249,0.0268,0.0701
650613.24,432788.81,109.70,0.0162,0.0164,0.0336
650563.13,432769.56,124.33,0.2045,0.1421,0.3673
650606.62,432747.57,110.59,0.0249,0.0369,0.0590
650576.64,432812.44,109.20,0.0299,0.0190,0.0563
650612.36,432787.40,109.65,0.0177,0.0169,0.0369
650640.68,432786.92,109.31,0.0179,0.0152,0.0347
650633.09,432797.34,109.10,0.0258,0.0222,0.0546
650624.69,432787.92,109.54,0.0205,0.0202,0.0433
650571.29,432777.76,109.26,0.0626,0.0381,0.1056
650636.90,432761.33,110.56,0.0228,0.0194,0.0451
650602.15,432760.03,111.23,0.0436,0.0367,0.0916
650576.70,432770.13,109.33,0.0314,0.0317,0.0710
650636.39,432788.93,109.78,0.0215,0.0201,0.0456
650667.79,432760.24,125.89,0.0680,0.0377,0.1120
650611.58,432807.66,110.41,0.0288,0.0279,0.0972
650574.01,432789.23,109.19,0.0391,0.0391,0.1193
650588.56,432784.58,109.70,0.0215,0.0243,0.0538
650571.83,432770.84,109.34,0.0219,0.0247,0.0753
650660.02,432638.69,126.09,0.2176,0.1250,0.3660
650612.10,432810.28,110.84,0.0335,0.0334,0.1072
650644.00,432687.43,126.42,0.1006,0.0852,0.2299
650668.61,432777.78,109.94,0.0541,0.0421,0.1221
650510.04,432777.55,114.88,0.0947,0.0478,0.1633
650561.47,432757.08,109.22,0.0957,0.0351,0.1292
650678.91,432776.11,125.25,0.2191,0.0928,0.4177
650640.09,432788.94,109.31,0.0178,0.0180,0.0403
650695.61,432754.41,126.93,0.1447,0.0714,0.2028
650660.24,432755.10,125.64,0.0616,0.0606,0.1756
650634.27,432804.88,109.12,0.0172,0.0142,0.0338
650671.54,432785.04,109.62,0.0336,0.0229,0.0768
650680.79,432740.71,129.74,0.5424,0.2923,0.9492
650696.99,432766.45,125.53,0.1486,0.0318,0.2045
650655.84,432732.05,125.09,0.2403,0.3373,0.8764
650667.79,432736.91,127.61,0.1921,0.1596,0.4664
650567.04,432797.71,127.84,0.2872,0.1496,0.3548
650674.52,432734.62,126.52,0.2880,0.2225,0.6008
650675.52,432761.64,127.09,0.1838,0.0575,0.3718
650487.02,432768.31,115.38,0.3237,0.0927,0.4172
650690.64,432730.85,126.82,0.2119,0.1329,0.3195
650571.86,432805.17,122.79,0.3571,0.2311,0.5004
650625.51,432754.99,110.60,0.0327,0.0587,0.0994
650493.18,432780.42,115.81,0.2554,0.0762,0.3549
650677.77,432796.93,109.50,0.0316,0.0201,0.0593
650580.34,432816.81,109.24,0.0290,0.0260,0.0675
650531.51,432771.73,108.67,0.0563,0.0343,0.1616
650481.08,432762.61,114.72,0.2552,0.0757,0.3080
650587.48,432781.95,109.75,0.0220,0.0214,0.0487
650553.94,432776.07,123.64,0.0633,0.0525,0.2062
650606.37,432803.69,111.20,0.0177,0.0172,0.0409
650584.39,432753.80,109.55,0.0282,0.0379,0.0982
650557.65,432761.05,124.13,0.0950,0.0693,0.2824
650507.17,432805.75,121.50,0.4508,0.3661,0.7657
650528.30,432789.99,123.47,0.1352,0.1068,0.3563
650609.74,432761.46,109.72,0.0541,0.0512,0.1397
650516.20,432793.27,124.37,0.1954,0.1411,0.3834
650561.12,432793.64,128.27,0.0593,0.1607,0.4273
650569.26,432791.04,121.90,0.1445,0.2663,0.8810
650676.57,432793.35,109.78,0.0973,0.0452,0.1560
650514.91,432770.19,115.02,0.0856,0.0374,0.1428
650622.55,432781.41,109.70,0.0187,0.0171,0.0361
650543.55,432797.63,124.51,0.1081,0.2000,0.4828
650602.25,432783.48,111.39,0.0282,0.0284,0.0646
650648.88,432761.68,109.25,0.0260,0.0242,0.0502
650700.08,432724.23,126.53,0.2025,0.0618,0.2530
650682.39,432760.00,127.26,0.1599,0.0719,0.2650
650695.47,432711.72,126.33,0.5228,0.2547,0.7047
650567.58,432793.46,114.85,0.2555,0.2118,0.3800
650562.75,432769.77,123.96,0.3799,0.1680,0.4775
650675.55,432700.70,125.37,0.3681,0.3356,0.7181
650614.30,432796.85,109.61,0.0168,0.0159,0.0358
650683.95,432747.15,128.02,0.1967,0.0561,0.3131
650700.48,432761.35,126.27,0.1553,0.0607,0.1921
650674.31,432732.30,127.50,0.1213,0.0410,0.2341
650572.69,432795.86,109.23,0.0375,0.0275,0.0688
650601.70,432778.93,111.41,0.0281,0.0291,0.0633
650634.10,432782.20,109.78,0.0343,0.0311,0.0705
650657.08,432774.02,109.34,0.0854,0.0735,0.2043
650566.88,432757.38,109.20,0.0475,0.0262,0.0935
650674.58,432793.09,109.11,0.0416,0.0234,0.0652
650695.00,432742.88,126.77,0.1822,0.0651,0.2467
650638.46,432780.33,110.43,0.0239,0.0243,0.0506
650651.48,432774.84,109.37,0.0227,0.0206,0.0423
650550.20,432752.87,124.27,0.1120,0.0708,0.2520
650584.35,432761.06,109.86,0.0230,0.0214,0.0452
650614.57,432798.10,109.42,0.0269,0.0251,0.0634
650586.72,432780.16,109.67,0.0178,0.0191,0.0454
650585.74,432750.21,109.72,0.0315,0.0394,0.1333
650518.00,432774.85,115.29,0.2335,0.0575,0.2794
650615.41,432773.37,109.55,0.0467,0.0548,0.1190
650587.66,432783.71,109.73,0.0282,0.0251,0.0621
650669.29,432788.00,109.26,0.0303,0.0196,0.0536
650658.18,432789.53,109.99,0.0842,0.0597,0.1794
650657.28,432785.38,109.51,0.0238,0.0183,0.0461
650559.39,432791.63,126.72,0.2121,0.1778,0.4653
650586.95,432793.31,109.28,0.0422,0.0808,0.2042
650560.14,432746.63,109.27,0.0697,0.0335,0.1384
650552.27,432767.01,124.45,0.0595,0.0302,0.1030
650565.23,432755.67,109.21,0.0887,0.0404,0.1398
650581.74,432787.45,109.32,0.0311,0.0279,0.0689
650658.92,432794.42,110.16,0.0283,0.0196,0.0548
650664.37,432730.68,125.46,0.2254,0.1083,0.2873
650605.83,432758.19,110.68,0.0395,0.0365,0.1058
650627.40,432761.74,109.50,0.0306,0.0258,0.0581
650608.36,432700.18,109.73,0.0754,0.0793,0.1759
650571.32,432755.16,109.44,0.0274,0.0245,0.0492
650571.33,432767.09,109.52,0.0305,0.0310,0.0944
650515.34,432771.52,115.47,0.0713,0.0445,0.1322
650508.50,432758.60,115.07,0.1076,0.0452,0.1971
650578.80,432769.70,109.44,0.0329,0.0329,0.0669
650603.91,432759.63,111.22,0.0192,0.0191,0.0476
650502.59,432777.13,115.06,0.1825,0.0980,0.3045
650541.53,432754.82,123.27,0.0618,0.0488,0.2143
650500.82,432743.02,114.75,0.0965,0.0380,0.1546
650519.43,432767.69,116.35,0.0695,0.0384,0.1250
650548.64,432749.01,122.82,0.0278,0.0264,0.1072
650488.95,432775.87,115.29,0.2131,0.0864,0.2901
650631.92,432734.01,109.35,0.0234,0.0220,0.0459
650534.16,432776.57,109.10,0.0385,0.0360,0.1125
650530.80,432720.59,123.35,0.2712,0.2214,0.8444
650482.49,432728.79,115.27,0.1694,0.0419,0.2169
650587.09,432764.44,109.65,0.0232,0.0214,0.0489
650520.04,432715.16,121.69,0.1826,0.1308,0.4294
650615.71,432716.46,109.48,0.0371,0.0384,0.0903
650526.11,432313.80,110.83,0.0382,0.0325,0.0827
650486.77,432720.38,115.35,0.3749,0.1176,0.5143
650552.66,432761.25,125.68,0.0644,0.1169,0.4363
650596.51,432180.88,-73.68,0.1138,0.3677,0.9613
650502.96,432787.82,115.93,0.1537,0.1334,0.2671
650543.78,432720.61,123.40,0.1538,0.1921,0.7799
650486.20,432783.70,113.04,0.6962,0.4392,0.9693
650611.24,432777.83,109.77,0.0231,0.0223,0.0473
650568.15,432750.14,109.40,0.0429,0.0366,0.0776
650596.22,432304.15,125.71,0.0651,0.0922,0.2504
650505.65,432875.55,114.67,0.5442,0.2238,0.7284
650565.53,432929.89,109.00,0.0367,0.0713,0.2335
650573.77,432756.32,109.52,0.0388,0.0391,0.1206
650511.91,432948.74,117.60,0.1883,0.1351,0.2663
650634.19,432898.76,110.41,0.0511,0.1245,0.2320
650540.74,432906.43,118.65,0.2175,0.0661,0.2596
650637.44,432745.16,109.74,0.0253,0.0298,0.0530
650655.42,432774.70,109.36,0.0229,0.0194,0.0419
650653.89,432763.66,109.18,0.0352,0.0300,0.0673
650708.36,432819.87,125.70,0.1747,0.0699,0.2251
650695.77,432718.20,125.86,0.2748,0.0533,0.3541
650669.99,432742.87,127.08,0.1060,0.0722,0.2153
650688.48,432707.44,125.94,0.3401,0.0770,0.4886
650682.00,432731.40,128.73,0.2047,0.0775,0.3190
650668.76,432677.25,126.35,0.1325,0.1263,0.2775
650553.15,432711.55,120.89,0.2658,0.0444,0.3165
650523.94,432731.54,109.31,0.0542,0.0335,0.0914
650631.59,432762.62,109.64,0.0173,0.0156,0.0282
650549.11,432758.98,124.48,0.1248,0.1103,0.3481
650518.62,432753.20,115.05,0.2024,0.1010,0.3699
650561.84,432753.23,109.26,0.0962,0.0619,0.2324
650523.79,432734.36,109.44,0.0588,0.0262,0.1082
650569.55,432740.19,109.51,0.0241,0.0187,0.0500
650576.90,432772.64,109.32,0.0218,0.0221,0.0569
650552.72,432733.09,120.81,0.0940,0.0719,0.2422
650551.61,432740.90,123.93,0.0492,0.0334,0.1266
650553.48,432755.80,123.39,0.1087,0.0920,0.2783
650666.80,432742.85,126.42,0.1634,0.0616,0.2547
650625.29,432766.33,109.49,0.0269,0.0264,0.0519
650636.89,432771.79,111.09,0.0443,0.0279,0.0692
650654.62,432768.52,109.38,0.0435,0.0374,0.0858
650620.56,432767.56,109.73,0.0284,0.0271,0.0571
650614.63,432769.46,109.69,0.0246,0.0256,0.0554
650651.39,432758.04,109.05,0.0228,0.0197,0.0412
650658.88,432757.41,123.61,0.2443,0.1748,0.4343
650542.99,432729.90,122.18,0.1737,0.0500,0.2987
650524.26,432773.82,116.42,0.4786,0.2613,0.6526
650539.15,432718.31,123.97,0.1202,0.0443,0.1901
650548.77,432712.12,123.27,0.4955,0.2912,0.9497
650552.55,432766.89,124.95,0.0996,0.0739,0.2014
650611.34,432842.00,111.24,0.0400,0.0232,0.0868
650561.22,432730.36,109.77,0.3120,0.0884,0.4631
650561.99,432762.42,117.27,0.3895,0.2691,0.5425
650565.30,432762.14,109.60,0.0354,0.0248,0.0644
650484.74,432686.06,123.54,0.1571,0.0697,0.1990
650604.19,432755.88,110.99,0.0186,0.0182,0.0375
650567.02,432761.63,109.18,0.0311,0.0208,0.0499
650631.93,432751.46,109.55,0.0213,0.0184,0.0387
650620.33,432741.31,109.56,0.0344,0.0332,0.0669
650489.82,432473.74,122.14,0.3794,0.2350,0.8508
650555.47,432686.31,117.66,0.1939,0.0807,0.2459
650688.87,432701.99,125.60,0.1208,0.0643,0.1733
650675.79,432727.89,126.95,0.0632,0.0288,0.1101
650679.73,432712.01,124.57,0.1478,0.0708,0.2489
650655.82,432719.04,124.27,0.0949,0.0648,0.2631
650695.02,432733.70,127.30,0.2154,0.0672,0.2804
650586.10,432755.41,109.52,0.0606,0.0504,0.1031
650508.67,432760.19,114.62,0.0896,0.0583,0.1623
650479.60,432760.70,115.17,0.1024,0.0448,0.1240
650503.85,432737.78,115.25,0.1648,0.0784,0.2786
650561.74,432753.30,109.15,0.1059,0.0486,0.1453
650588.22,432764.40,109.47,0.0281,0.0244,0.0663
650477.65,432743.44,114.76,0.1303,0.0470,0.1562
650633.55,432745.77,111.02,0.0197,0.0169,0.0357
650598.10,432744.39,111.44,0.0228,0.0218,0.0520
650571.44,432735.09,109.56,0.0276,0.0268,0.0876
650569.22,432753.00,109.34,0.0235,0.0240,0.0664
650514.50,432752.92,114.73,0.0701,0.0460,0.1282
650493.26,432765.54,115.38,0.1103,0.0575,0.1528
650539.99,432696.27,122.83,0.0527,0.0643,0.1462
650631.39,432721.84,110.21,0.0276,0.0208,0.0485
650556.35,432742.57,121.23,0.1344,0.3311,1.0153
650539.62,432740.81,122.89,0.0439,0.0668,0.2047
650536.18,432705.26,123.50,0.1166,0.0869,0.4808
650504.11,432702.81,123.82,0.2127,0.0751,0.3683
650468.75,432710.57,115.83,0.3453,0.0567,0.3887
650470.74,432544.49,123.82,0.1351,0.1122,0.2005
650488.42,432687.80,123.31,0.2457,0.1054,0.3598
650539.78,432724.89,123.90,0.0370,0.0342,0.1688
650481.20,432541.04,125.42,0.2203,0.2093,0.3939
650501.76,432485.30,122.94,0.2522,0.1391,0.7713
650519.44,432640.76,119.05,0.0907,0.0830,0.2683
650477.75,432483.87,123.72,0.1834,0.0611,0.3122
650541.47,432708.70,123.53,0.0729,0.0526,0.2137
650578.96,432747.18,109.81,0.0283,0.0308,0.1003
650526.59,432741.39,109.24,0.0523,0.0374,0.1502
650599.96,432752.33,111.30,0.0193,0.0179,0.0394
650528.08,432692.26,122.73,0.1342,0.1573,0.5109
650460.02,432493.04,124.23,0.1895,0.0612,0.2420
650646.49,432746.05,108.91,0.0481,0.0469,0.0951
650569.61,432739.49,109.58,0.0222,0.0221,0.0557
650511.74,432740.40,115.28,0.0847,0.0423,0.1420
650608.71,432736.12,109.79,0.0293,0.0273,0.0674
650598.18,432745.68,111.41,0.0236,0.0229,0.0530
650647.47,432736.96,110.52,0.0311,0.0212,0.0653
650521.35,432688.53,122.58,0.0997,0.0622,0.1696
650661.65,432732.36,125.46,0.0636,0.0328,0.0940
650521.70,432708.16,122.92,0.1729,0.0669,0.2701
650663.34,432732.43,126.24,0.0779,0.0390,0.1169
650563.75,432729.88,109.28,0.0574,0.0321,0.1023
650490.74,432694.53,124.45,0.2331,0.1262,0.3499
650583.85,432751.24,109.84,0.0254,0.0493,0.1082
650633.29,432735.85,109.70,0.0286,0.0215,0.0585
650550.76,432731.03,122.86,0.1955,0.1033,0.4165
650610.99,432748.50,109.77,0.0200,0.0185,0.0382
650664.34,432728.55,125.57,0.0582,0.0289,0.0911
650549.98,432741.47,124.45,0.0902,0.1015,0.2615
650646.70,432692.23,126.24,0.2335,0.1009,0.3559
650546.13,432719.28,124.16,0.0847,0.0681,0.2745
650516.89,432729.80,115.63,0.3385,0.0919,0.4359
650569.67,432744.05,109.60,0.0330,0.0380,0.0964
650644.18,432736.86,108.84,0.0297,0.0267,0.0571
650649.30,432742.75,109.84,0.0305,0.0280,0.0523
650595.84,432728.60,111.43,0.0360,0.0355,0.0908
650557.28,432705.97,120.16,0.3661,0.1267,0.5698
650537.46,432685.94,123.19,0.4155,0.2112,0.6793
650516.03,432744.84,115.13,0.1768,0.0797,0.2259
650646.01,432672.08,124.57,0.2301,0.1680,0.3606
650536.31,432735.59,123.17,0.1454,0.0731,0.2320
650582.78,432737.58,109.78,0.0319,0.0329,0.0862
650646.29,432735.87,109.51,0.0376,0.0285,0.0824
650493.81,432643.22,123.83,0.0759,0.0326,0.1181
650651.71,432695.76,124.52,0.0938,0.0537,0.1342
650659.55,432719.00,125.98,0.3181,0.1001,0.4049
650689.49,432666.69,127.01,0.1346,0.0590,0.1781
650696.63,432711.38,124.56,0.6087,0.2075,0.7558
650688.35,432657.42,125.55,0.3456,0.2039,0.4806
650675.94,432654.11,125.88,0.1966,0.1503,0.3354
650677.39,432676.48,125.50,0.2027,0.0740,0.3371
650552.52,432706.81,122.11,0.2787,0.0787,0.3374
650554.86,432730.23,120.16,0.1769,0.0956,0.2243
650647.58,432690.70,125.82,0.0598,0.0533,0.1844
650670.30,432683.91,124.80,0.1022,0.0638,0.1939
650654.00,432682.50,125.55,0.0608,0.0538,0.1617
650682.69,432718.62,125.59,0.1902,0.0846,0.2897
650670.11,432698.85,125.07,0.1624,0.0733,0.3099
650691.75,432697.28,125.22,0.1824,0.0612,0.2435
650566.57,432734.60,109.54,0.0411,0.0266,0.0714
650654.11,432722.17,124.98,0.0484,0.0359,0.1046
650660.92,432675.66,124.72,0.1584,0.0960,0.2576
650646.98,432660.85,125.93,0.0760,0.0785,0.1826
650641.01,432678.53,125.38,0.0890,0.0668,0.2430
650649.69,432704.24,124.91,0.0956,0.0518,0.1925
650667.05,432695.54,125.21,0.2591,0.1259,0.5247
650670.77,432705.12,125.07,0.1059,0.0634,0.1955
650648.01,432707.94,124.70,0.0409,0.0359,0.1103
650661.56,432716.45,124.68,0.0852,0.0591,0.1866
650468.40,432531.25,122.87,0.1844,0.1184,0.2695
650661.80,432683.97,125.29,0.0938,0.0513,0.1354
650644.08,432707.62,124.47,0.0500,0.0265,0.0751
650560.78,432700.11,109.69,0.0336,0.0275,0.0764
650595.80,432716.89,111.24,0.0197,0.0190,0.0423
650661.06,432707.70,125.11,0.1282,0.0458,0.1746
650647.41,432687.69,125.75,0.0852,0.0456,0.1543
650498.72,432526.29,124.22,0.1585,0.1614,0.4357
650505.18,432710.93,121.35,0.1632,0.1592,0.3305
650559.23,432712.90,109.47,0.0452,0.0295,0.1236
