imageName X Y Z Omega Phi Kappa
100_0162_0149.JPG 650519.682248 431775.909886 211.928968 0.844013 0.529693 173.563779
100_0162_0150.JPG 650516.914331 431751.054727 211.894714 0.902105 0.502077 172.948635
100_0162_0151.JPG 650513.974888 431726.685975 211.921682 0.891415 0.470808 173.095259
100_0162_0152.JPG 650511.133933 431702.475605 211.928394 0.914122 0.466970 173.202475
100_0162_0153.JPG 650508.276848 431678.229080 211.924374 0.885933 0.451553 173.274145
100_0162_0154.JPG 650505.395881 431654.052047 211.893174 0.886368 0.465067 173.117859
100_0162_0155.JPG 650503.087762 431633.770360 212.017737 0.902012 0.464477 172.965234
DJI_0163.JPG 650483.210023 431648.664668 212.008920 44.025844 2.898531 4.677158
DJI_0164.JPG 650478.055202 431683.822104 212.035176 43.918924 2.278960 3.761854
DJI_0165.JPG 650476.593431 431718.044195 212.243596 43.867366 2.144461 3.487704
DJI_0166.JPG 650478.768591 431760.798085 212.191856 43.820531 1.961908 3.192739
DJI_0167.JPG 650482.084550 431795.086755 212.207774 43.815108 1.779198 2.918400
DJI_0168.JPG 650485.003516 431823.683273 212.147144 43.869081 1.990147 3.109344
100_0202_0001.JPG 650706.816136 434025.621395 209.178134 0.356687 0.914200 173.628668
100_0202_0002.JPG 650705.211691 434013.870926 209.031755 0.250302 1.040798 173.614352
100_0202_0003.JPG 650702.657426 433989.567187 209.064854 0.178330 1.104211 173.561061
100_0202_0004.JPG 650699.937970 433965.174924 209.026621 0.100097 1.157879 174.102382
100_0202_0005.JPG 650697.037911 433940.552486 209.002692 0.003059 1.204021 173.183839
100_0202_0006.JPG 650694.060613 433916.371018 208.949803 -0.099510 1.265873 174.075849
100_0202_0007.JPG 650691.244603 433892.021157 208.988033 -0.139487 1.300583 174.000306
100_0202_0008.JPG 650688.485521 433867.486236 208.981261 -0.210542 1.287399 174.165577
100_0202_0009.JPG 650685.762114 433842.963811 208.999362 -0.223818 1.296307 174.084941
100_0202_0010.JPG 650683.019984 433818.900952 208.978380 -0.207400 1.281603 174.005385
100_0202_0011.JPG 650679.983364 433794.353348 209.008117 -0.215865 1.288261 174.328616
100_0202_0012.JPG 650677.158970 433769.901488 209.019391 -0.199644 1.321921 174.879602
100_0202_0013.JPG 650674.293133 433745.263313 208.994656 -0.236542 1.320065 174.742155
100_0202_0014.JPG 650671.435921 433720.866773 208.969371 -0.208022 1.308274 174.892418
100_0202_0015.JPG 650668.566030 433696.102803 208.975563 -0.153098 1.296660 175.348654
100_0202_0016.JPG 650665.804635 433671.770068 208.995585 -0.093697 1.245741 175.184303
100_0202_0017.JPG 650662.901554 433647.170532 208.953694 -0.036169 1.197007 175.004500
100_0202_0018.JPG 650660.154358 433622.704906 208.999066 0.033967 1.148563 174.260045
100_0202_0019.JPG 650657.169875 433598.283907 209.085863 0.162870 1.112960 173.944823
100_0202_0020.JPG 650654.177401 433573.670206 209.017967 0.235528 1.055998 174.597959
100_0202_0021.JPG 650651.401440 433549.533997 208.925263 0.237958 1.035065 174.526873
100_0202_0022.JPG 650648.486790 433525.086933 208.989692 0.275634 1.016675 174.017905
100_0202_0023.JPG 650645.777121 433500.732337 209.042094 0.276620 1.015700 174.544110
100_0202_0024.JPG 650642.853897 433476.013625 209.044589 0.251159 0.969557 174.345332
100_0202_0025.JPG 650639.912907 433451.688751 209.027274 0.269018 0.929348 173.773290
100_0202_0026.JPG 650637.031990 433427.275944 209.012387 0.263482 0.895132 174.031058
100_0202_0027.JPG 650634.087284 433403.046563 208.962359 0.295658 0.888690 174.183416
100_0202_0028.JPG 650631.311649 433378.841843 208.907833 0.331838 0.900380 174.971196
100_0202_0029.JPG 650628.564965 433354.086639 208.969244 0.379151 0.906451 174.803892
100_0202_0030.JPG 650625.732978 433329.682753 208.993508 0.380864 0.913958 174.453052
100_0202_0031.JPG 650622.838093 433305.067020 208.994953 0.406553 0.890217 174.414866
100_0202_0032.JPG 650619.966092 433281.053494 208.934551 0.396975 0.885553 174.593176
100_0202_0033.JPG 650617.125924 433256.224381 208.969944 0.390569 0.877151 174.773347
100_0202_0034.JPG 650614.290392 433231.890039 208.942488 0.425310 0.869079 174.611264
100_0202_0035.JPG 650611.495049 433207.193681 208.962656 0.447273 0.838616 174.717011
100_0202_0036.JPG 650608.871705 433182.647278 208.990804 0.460241 0.843649 174.332351
100_0202_0037.JPG 650605.960790 433157.981318 209.040378 0.493147 0.827921 174.173374
100_0202_0038.JPG 650603.213389 433133.637832 209.041376 0.550476 0.800430 173.768061
100_0202_0039.JPG 650599.968598 433109.459379 209.006910 0.569954 0.775081 173.480397
100_0202_0040.JPG 650597.268978 433084.812892 209.013345 0.638862 0.759770 174.336499
100_0202_0041.JPG 650594.469343 433060.536050 209.023248 0.662494 0.732521 173.495831
100_0202_0042.JPG 650591.394601 433036.072222 208.981630 0.637962 0.702230 173.755016
100_0202_0043.JPG 650588.429960 433011.833392 208.966835 0.630120 0.713299 175.068683
100_0202_0044.JPG 650585.733954 432987.091994 208.972068 0.685822 0.691320 174.370930
100_0202_0045.JPG 650582.772618 432962.834623 208.918618 0.731265 0.646435 174.016793
100_0202_0046.JPG 650580.036871 432938.284550 208.951347 0.730031 0.611655 173.934746
100_0202_0047.JPG 650577.142350 432913.629510 209.052613 0.746384 0.627192 174.697329
100_0202_0048.JPG 650574.314564 432889.239456 208.949215 0.755059 0.616828 174.322824
100_0202_0049.JPG 650571.394595 432864.874257 208.932976 0.767990 0.607097 173.995947
100_0202_0050.JPG 650568.709554 432840.709762 209.025721 0.763051 0.607574 174.298030
100_0202_0051.JPG 650570.602912 432833.724391 208.879022 0.003301 0.768003 -130.626770
100_0202_0052.JPG 650587.094966 432832.700078 208.848677 -0.513919 0.592617 -101.603007
100_0202_0053.JPG 650604.579313 432829.402757 209.169348 -0.582158 0.686689 -99.037911
100_0202_0054.JPG 650606.246963 432840.991145 208.854311 -0.610522 -0.683414 -14.581118
100_0202_0055.JPG 650609.222460 432865.759869 208.894513 -0.649823 -0.778431 -10.037717
100_0202_0056.JPG 650612.046301 432889.987595 208.996724 -0.638153 -0.816104 -9.183815
100_0202_0057.JPG 650614.947790 432914.638104 209.011741 -0.677918 -0.837327 -9.332388
100_0202_0058.JPG 650617.705573 432938.766659 208.942389 -0.668989 -0.857837 -9.240580
100_0202_0059.JPG 650620.569096 432963.392497 208.968856 -0.671719 -0.862674 -9.220152
100_0202_0060.JPG 650623.484446 432987.764569 208.980093 -0.656231 -0.885766 -9.379743
100_0202_0061.JPG 650626.364455 433012.189435 208.951984 -0.669649 -0.892937 -9.258290
100_0202_0062.JPG 650629.140874 433036.621644 208.982347 -0.704276 -0.895583 -8.851253
100_0202_0063.JPG 650632.022786 433060.991802 209.001653 -0.753277 -0.905351 -8.566965
100_0202_0064.JPG 650634.922971 433085.605807 208.992637 -0.780169 -0.871374 -8.355475
100_0202_0065.JPG 650637.830528 433110.050846 208.997155 -0.810331 -0.844719 -7.987909
100_0202_0066.JPG 650640.728379 433134.438543 209.003578 -0.852674 -0.799961 -7.097785
100_0202_0067.JPG 650643.543440 433159.025432 208.980998 -0.868918 -0.772512 -6.676832
100_0202_0068.JPG 650646.359007 433183.391536 208.961644 -0.886883 -0.744479 -5.827177
100_0202_0069.JPG 650649.172569 433208.097151 208.991211 -0.918799 -0.732173 -4.875578
100_0202_0070.JPG 650651.850662 433232.247329 208.955955 -0.890737 -0.701539 -4.381821
100_0202_0071.JPG 650654.701087 433256.903720 208.983308 -0.897914 -0.733192 -3.419397
100_0202_0072.JPG 650657.637370 433281.370338 209.004101 -0.890141 -0.726028 -2.614886
100_0202_0073.JPG 650660.484590 433305.889977 208.941294 -0.883663 -0.764099 -2.138036
100_0202_0074.JPG 650663.432139 433330.282137 208.926722 -0.913305 -0.774372 -0.765514
100_0202_0075.JPG 650666.372414 433354.786556 208.968583 -0.866719 -0.833859 0.195997
100_0202_0076.JPG 650669.141469 433379.115568 208.916657 -0.831587 -0.858757 1.083995
100_0202_0077.JPG 650671.948353 433403.458734 208.970734 -0.838728 -0.876564 1.896593
100_0202_0078.JPG 650674.880523 433428.163591 208.988212 -0.852096 -0.880778 2.899068
100_0202_0079.JPG 650677.593842 433452.388304 208.977555 -0.833571 -0.860128 3.759726
100_0202_0080.JPG 650680.549667 433476.718673 209.046463 -0.842952 -0.867242 4.439703
100_0202_0081.JPG 650683.418735 433501.416172 209.085198 -0.889150 -0.879032 5.281168
100_0202_0082.JPG 650686.234177 433525.785561 209.035826 -0.949324 -0.834557 2.487190
100_0202_0083.JPG 650689.153714 433550.512017 209.056389 -1.077906 -0.780537 -4.806435
100_0202_0084.JPG 650692.024378 433574.844489 209.003844 -1.065714 -0.757071 -3.654521
100_0202_0085.JPG 650694.622941 433599.530142 208.945955 -1.053301 -0.726524 -3.191032
100_0202_0086.JPG 650697.458167 433623.790941 208.933868 -1.042881 -0.741208 -3.104522
100_0202_0087.JPG 650700.298303 433648.205997 208.978308 -1.026568 -0.793103 -2.687466
100_0202_0088.JPG 650703.210348 433672.901491 209.003491 -0.991400 -0.795075 -2.596035
100_0202_0089.JPG 650706.396630 433697.143584 209.088746 -0.934596 -0.788724 -2.190908
100_0202_0090.JPG 650708.942295 433721.496243 208.979133 -0.918573 -0.768539 -2.377042
100_0202_0091.JPG 650712.003461 433746.150407 208.966794 -0.912171 -0.753970 -2.298988
100_0202_0092.JPG 650714.809839 433770.408507 208.967608 -0.890320 -0.710929 -2.201052
100_0202_0093.JPG 650717.710396 433795.075549 208.978314 -0.938713 -0.716419 -2.157103
100_0202_0094.JPG 650720.595080 433819.485861 209.041464 -0.963858 -0.748193 -2.427745
100_0202_0095.JPG 650723.582878 433843.968069 209.049231 -0.975393 -0.745386 -2.254347
100_0202_0096.JPG 650726.460075 433868.383482 209.034221 -0.976295 -0.766483 -1.675567
100_0202_0097.JPG 650729.277355 433892.885345 208.966528 -0.993987 -0.779318 -1.872233
100_0202_0098.JPG 650732.071795 433917.218100 209.010515 -1.024254 -0.746461 -2.024739
100_0202_0099.JPG 650734.982163 433941.821696 209.073671 -1.046126 -0.728565 -2.544055
100_0202_0100.JPG 650737.673304 433966.100981 209.029821 -1.034118 -0.696451 -2.214863
100_0202_0101.JPG 650740.523991 433990.785044 209.020112 -1.061157 -0.662726 -2.496143
100_0202_0102.JPG 650743.319107 434014.523483 208.977003 -1.060579 -0.647796 -2.233467
100_0202_0103.JPG 650747.420155 434020.650440 208.908606 -1.177846 -0.241868 -65.020179
100_0202_0104.JPG 650764.431326 434020.215092 209.018835 -0.853435 0.324490 -94.423444
100_0202_0105.JPG 650781.157736 434016.623151 209.123118 -0.664797 0.865060 -98.843522
100_0202_0106.JPG 650779.307447 434005.734044 208.829480 0.508615 0.455518 174.832643
100_0202_0107.JPG 650777.185677 433981.794002 208.981749 0.752118 0.383380 168.866030
100_0202_0108.JPG 650774.758103 433957.241184 209.016648 0.867431 0.227620 165.947348
100_0202_0109.JPG 650771.763957 433932.759775 209.006837 0.950951 0.248258 169.240757
100_0202_0110.JPG 650768.666124 433908.500424 208.940308 1.050577 0.327796 171.049509
100_0202_0111.JPG 650765.784567 433884.044498 209.010017 1.129401 0.379427 170.892312
100_0202_0112.JPG 650762.990627 433859.833704 208.962150 1.134275 0.398239 169.982603
100_0202_0113.JPG 650760.152759 433835.376352 209.009158 1.165061 0.411396 169.421773
100_0202_0114.JPG 650757.234147 433811.075552 209.026037 1.218863 0.397101 169.505437
100_0202_0115.JPG 650754.345824 433786.612518 209.054785 1.289893 0.350211 168.790177
100_0202_0116.JPG 650751.595384 433762.173200 209.045188 1.250283 0.338266 169.064660
100_0202_0117.JPG 650748.706650 433737.525309 209.002007 1.231288 0.327201 169.267378
100_0202_0118.JPG 650745.825257 433713.169740 208.998537 1.279999 0.266666 168.557252
100_0202_0119.JPG 650742.993244 433688.714311 208.997103 1.323877 0.216275 168.405116
100_0202_0120.JPG 650740.110570 433664.279939 208.930843 1.342699 0.188944 167.635296
100_0202_0121.JPG 650737.296266 433640.025026 208.945117 1.335319 0.193495 167.687012
100_0202_0122.JPG 650734.475704 433615.495256 208.967521 1.295440 0.196571 167.456254
100_0202_0123.JPG 650731.799899 433590.912180 209.037915 1.283048 0.158739 166.923539
100_0202_0124.JPG 650728.674736 433566.417967 209.025437 1.250483 0.201394 166.143848
100_0202_0125.JPG 650725.993478 433541.499230 209.082959 1.276732 0.192338 166.408193
100_0202_0126.JPG 650722.983810 433517.110796 209.024246 1.247255 0.205436 166.253072
100_0202_0127.JPG 650720.112522 433492.631090 208.982516 1.186887 0.271113 169.230912
100_0202_0128.JPG 650717.216600 433468.235370 209.026543 1.216112 0.323596 170.508321
100_0202_0129.JPG 650714.254136 433444.551332 208.883158 1.191271 0.370100 171.193481
100_0202_0130.JPG 650711.436732 433420.034923 208.969320 1.193878 0.393830 170.679447
100_0202_0131.JPG 650708.651577 433395.829799 209.019574 1.182517 0.402835 171.092237
100_0202_0132.JPG 650705.823474 433371.218590 209.025536 1.209468 0.371104 171.391961
100_0202_0133.JPG 650703.061742 433346.913497 208.992581 1.183772 0.382864 171.501038
100_0202_0134.JPG 650701.786120 433334.909441 208.874130 1.084918 0.200929 171.118203
100_0202_0135.JPG 650699.084022 433323.285120 208.941955 1.189403 0.400308 172.099058
100_0202_0136.JPG 650696.769920 433300.643779 208.967115 1.191894 0.504359 173.140683
100_0202_0137.JPG 650694.521942 433275.790299 208.998579 1.211249 0.486658 172.796944
100_0202_0138.JPG 650691.753118 433251.223098 208.981338 1.203804 0.482198 173.459075
100_0202_0139.JPG 650688.996252 433226.949600 209.001649 1.148690 0.517638 173.653165
100_0202_0140.JPG 650686.257453 433202.528870 208.949602 1.123484 0.550167 174.040769
100_0202_0141.JPG 650683.494484 433178.049306 208.970919 1.126427 0.534898 173.992237
100_0202_0142.JPG 650680.631740 433153.530733 208.983546 1.075214 0.495164 174.117463
100_0202_0143.JPG 650677.782688 433129.096798 208.967080 1.070087 0.499038 174.116920
100_0202_0144.JPG 650674.920797 433104.397714 209.032439 1.040354 0.516016 173.590810
100_0202_0145.JPG 650672.073397 433079.918253 209.019617 1.004385 0.539725 173.893179
100_0202_0146.JPG 650669.265050 433055.649639 209.031150 0.988307 0.572455 173.994478
100_0202_0147.JPG 650666.360760 433031.419439 208.967018 1.018103 0.587265 173.915060
100_0202_0148.JPG 650663.537128 433006.842373 208.986872 1.023633 0.591815 174.261706
100_0202_0149.JPG 650660.624263 432982.345798 209.026045 1.023193 0.591593 174.170812
100_0202_0150.JPG 650657.521118 432957.677965 209.042803 1.049485 0.613760 174.354592
100_0202_0151.JPG 650654.617574 432933.467094 208.982226 1.007179 0.619323 174.474306
100_0202_0152.JPG 650651.846915 432909.030763 208.938637 0.972934 0.597334 174.852981
100_0202_0153.JPG 650649.087743 432884.319519 208.940551 0.975869 0.581597 175.035327
100_0202_0154.JPG 650646.227794 432859.916226 209.016255 0.955081 0.576902 174.642860
100_0202_0155.JPG 650643.336342 432835.444868 208.998407 0.972770 0.567379 175.183365
DJI_0203.JPG 650644.007511 432848.967024 208.979013 44.999829 -5.991149 -4.977105
DJI_0204.JPG 650648.991416 432909.585643 209.200050 44.810950 -5.367020 -4.543515
DJI_0205.JPG 650651.706453 432945.215154 209.108317 44.803287 -5.032452 -4.248996
DJI_0206.JPG 650659.685403 433048.005937 209.031630 44.888917 -4.007033 -3.257534
DJI_0207.JPG 650663.673708 433098.495955 209.028275 44.990317 -3.315188 -2.506080
DJI_0208.JPG 650667.240136 433143.438540 209.024928 45.113801 -2.422305 -1.524384
DJI_0209.JPG 650670.441603 433181.805429 209.117808 45.147009 -1.779664 -0.775151
DJI_0210.JPG 650672.790683 433211.996899 209.047692 45.125843 -1.082023 0.013011
DJI_0211.JPG 650676.201103 433256.084828 209.032178 45.133475 -0.271905 0.833245
100_0212_0001.JPG 650839.309087 435211.987502 209.110419 0.566389 0.906109 -170.251962
100_0212_0002.JPG 650839.659097 435203.988696 209.081555 0.490789 0.995666 -175.315253
100_0212_0003.JPG 650838.552555 435182.890649 209.017722 0.454339 0.918662 -177.778333
100_0212_0004.JPG 650837.650327 435158.913658 208.998587 0.414106 0.858150 179.215288
100_0212_0005.JPG 650835.732369 435134.868933 209.045795 0.328514 0.821393 177.182750
100_0212_0006.JPG 650833.342817 435111.222456 209.020660 0.302735 0.809481 175.358177
100_0212_0007.JPG 650831.032154 435087.263879 209.038545 0.241111 0.830321 174.214544
100_0212_0008.JPG 650828.300991 435063.318396 209.052537 0.178935 0.859023 172.592275
100_0212_0009.JPG 650825.282217 435039.403485 209.023767 0.128913 0.878948 172.257940
100_0212_0010.JPG 650822.573467 435015.551715 209.037499 0.048874 0.924855 172.167676
100_0212_0011.JPG 650819.901655 434991.586084 209.004993 0.047645 0.930829 170.590339
100_0212_0012.JPG 650817.118665 434967.707637 209.090464 0.065519 0.956513 169.381534
100_0212_0013.JPG 650814.268736 434943.707809 209.056979 0.067118 0.978282 169.984236
100_0212_0014.JPG 650811.555446 434920.009805 209.060479 0.036699 0.999941 169.385181
100_0212_0015.JPG 650808.754768 434895.931075 209.052980 0.070844 1.031007 168.891427
100_0212_0016.JPG 650805.847372 434872.295514 209.025157 0.152376 1.026093 168.903817
100_0212_0017.JPG 650803.000222 434848.162776 209.062783 0.189215 1.020825 168.905251
100_0212_0018.JPG 650800.180937 434824.396274 209.016408 0.158272 1.013563 168.599406
100_0212_0019.JPG 650797.419656 434800.217901 209.014755 0.234344 0.993367 167.774652
100_0212_0020.JPG 650794.657384 434776.548477 208.974287 0.244640 0.994453 167.749572
100_0212_0021.JPG 650791.935168 434752.534426 209.014444 0.283603 0.966872 168.452217
100_0212_0022.JPG 650789.144814 434728.825571 209.064764 0.340180 0.942237 168.350607
100_0212_0023.JPG 650786.284120 434705.120377 209.053388 0.393947 0.946281 168.020524
100_0212_0024.JPG 650783.517907 434681.424253 209.022241 0.424111 0.938019 167.902670
100_0212_0025.JPG 650780.706681 434657.721155 209.070546 0.462658 0.947985 168.060898
100_0212_0026.JPG 650777.914261 434633.812765 209.135551 0.511782 0.943422 168.680933
100_0212_0027.JPG 650775.154468 434609.822929 209.059188 0.510710 0.928819 168.803198
100_0212_0028.JPG 650772.312486 434585.928927 209.025046 0.488725 0.928145 168.830514
100_0212_0029.JPG 650769.550160 434562.123023 209.010869 0.489609 0.939279 169.611394
100_0212_0030.JPG 650766.740807 434538.070619 209.030005 0.491132 0.921991 169.594698
100_0212_0031.JPG 650764.077290 434514.195769 209.020046 0.494589 0.898900 169.635095
100_0212_0032.JPG 650761.243707 434490.148434 209.049865 0.553938 0.817947 169.950054
100_0212_0033.JPG 650758.449365 434466.385846 209.042585 0.589184 0.789686 170.649852
100_0212_0034.JPG 650755.544983 434442.297045 209.011375 0.598810 0.741903 170.522740
100_0212_0035.JPG 650752.769996 434418.528658 208.966749 0.623519 0.723158 171.195298
100_0212_0036.JPG 650750.008678 434394.693751 208.973346 0.704693 0.685555 170.486964
100_0212_0037.JPG 650747.251205 434370.682299 209.064917 0.730671 0.629044 170.902112
100_0212_0038.JPG 650744.588255 434346.779858 209.105334 0.765056 0.586583 171.129380
100_0212_0039.JPG 650741.724385 434322.874626 209.062832 0.762043 0.522065 171.401037
100_0212_0040.JPG 650739.041848 434299.004440 209.077933 0.792556 0.500732 171.461508
100_0212_0041.JPG 650736.212036 434274.918479 209.067294 0.756268 0.490066 171.029872
100_0212_0042.JPG 650733.313652 434251.345347 209.017985 0.773348 0.474465 171.086300
100_0212_0043.JPG 650730.525115 434227.371314 209.045046 0.815679 0.492263 171.156401
100_0212_0044.JPG 650727.829528 434203.817047 209.002036 0.861377 0.441538 171.680954
100_0212_0045.JPG 650724.912159 434179.869627 209.014161 0.831993 0.450012 171.643189
100_0212_0046.JPG 650722.212727 434156.090021 208.965157 0.823267 0.476280 171.768870
100_0212_0047.JPG 650719.758896 434132.126418 208.949851 0.778831 0.479031 171.860420
100_0212_0048.JPG 650716.808345 434107.731004 209.053271 0.813521 0.484488 171.211994
100_0212_0049.JPG 650713.796192 434084.336712 209.023352 0.821941 0.523192 171.709240
100_0212_0050.JPG 650710.934496 434060.287245 209.022476 0.848730 0.550028 172.060720
100_0212_0051.JPG 650708.134918 434036.525427 209.031162 0.910697 0.571069 171.790840
100_0212_0052.JPG 650707.352775 434024.647900 209.040137 0.943168 0.450803 175.284646
100_0212_0053.JPG 650719.898573 434024.593393 208.892919 -0.221966 0.458348 -103.742473
100_0212_0054.JPG 650740.739416 434021.629992 209.180704 -0.358935 0.594078 -100.016489
100_0212_0055.JPG 650744.554608 434025.794452 208.994281 -0.477639 -0.352146 -24.193038
100_0212_0056.JPG 650746.610293 434042.816450 208.909001 -0.520405 -0.628199 -9.815145
100_0212_0057.JPG 650749.582959 434066.823554 209.014819 -0.714922 -0.677747 -10.432601
100_0212_0058.JPG 650752.441020 434090.779397 209.094782 -0.810101 -0.720069 -9.245610
100_0212_0059.JPG 650755.152688 434114.558180 209.071464 -0.863194 -0.725444 -9.101260
100_0212_0060.JPG 650757.974054 434138.597970 209.053664 -0.915401 -0.722923 -8.403700
100_0212_0061.JPG 650760.950381 434162.578711 209.105246 -0.991659 -0.692411 -8.422688
100_0212_0062.JPG 650763.505432 434186.475543 208.986665 -1.005354 -0.710185 -7.479402
100_0212_0063.JPG 650766.311176 434210.513514 209.019528 -1.051915 -0.723158 -8.089459
100_0212_0064.JPG 650768.952176 434234.236165 208.942056 -1.070239 -0.721087 -7.393318
100_0212_0065.JPG 650771.833865 434258.375707 209.012249 -1.114040 -0.693340 -7.021805
100_0212_0066.JPG 650774.516188 434282.046123 208.995705 -1.095308 -0.655168 -6.743516
100_0220_0001.JPG 650778.101680 434313.573775 207.777759 -0.970550 -0.053816 -7.924204
100_0220_0002.JPG 650779.387334 434324.546407 207.589628 -0.783267 -0.194785 -8.939462
100_0220_0003.JPG 650781.632335 434344.415984 207.576953 -0.590909 -0.297492 -9.871601
100_0220_0004.JPG 650784.577065 434368.189081 207.648942 -0.520460 -0.336022 -8.713481
100_0220_0005.JPG 650787.338776 434392.241418 207.629877 -0.394930 -0.364025 -7.045019
100_0220_0006.JPG 650790.256021 434416.004154 207.648103 -0.224306 -0.356771 -6.889291
100_0220_0007.JPG 650793.051048 434439.798986 207.610965 -0.161913 -0.330852 -7.153103
100_0220_0008.JPG 650795.876045 434463.765406 207.651048 -0.131522 -0.303649 -6.619387
100_0220_0009.JPG 650798.623015 434487.583033 207.620491 -0.103329 -0.298147 -6.933275
100_0220_0010.JPG 650801.270647 434511.682114 207.577893 -0.041646 -0.313767 -6.911763
100_0220_0011.JPG 650804.101419 434535.513070 207.582758 -0.019464 -0.304476 -6.342710
100_0220_0012.JPG 650807.005884 434559.486665 207.593218 -0.004235 -0.302954 -6.704903
100_0220_0013.JPG 650809.861157 434583.270410 207.678207 -0.021642 -0.284995 -6.984033
100_0220_0014.JPG 650812.537581 434607.154427 207.667637 -0.041905 -0.299810 -6.441120
100_0220_0015.JPG 650815.262196 434631.205536 207.570650 -0.093368 -0.286387 -6.103189
100_0220_0016.JPG 650818.001013 434655.024852 207.557809 -0.105136 -0.324635 -5.615668
100_0220_0017.JPG 650820.799592 434678.872638 207.531916 -0.109851 -0.338774 -5.299357
100_0220_0018.JPG 650823.694850 434702.951521 207.561816 -0.111306 -0.343054 -5.225874
100_0220_0019.JPG 650826.465631 434726.696100 207.553902 -0.176704 -0.356524 -4.872438
100_0220_0020.JPG 650829.290630 434750.746769 207.563326 -0.176919 -0.367547 -4.595955
100_0220_0021.JPG 650832.037222 434774.493476 207.566692 -0.246527 -0.386685 -4.815756
100_0220_0022.JPG 650834.866528 434798.503027 207.586351 -0.319656 -0.390565 -4.488457
100_0220_0023.JPG 650837.570621 434822.169158 207.580039 -0.396275 -0.389806 -4.453176
100_0220_0024.JPG 650840.471305 434846.246654 207.600995 -0.439837 -0.432419 -3.904663
100_0220_0025.JPG 650843.272534 434870.011593 207.627963 -0.468840 -0.480655 -3.582756
100_0220_0026.JPG 650846.066608 434893.979205 207.621378 -0.473715 -0.485336 -2.833095
100_0220_0027.JPG 650848.858962 434917.768167 207.652036 -0.549322 -0.474747 -2.794533
100_0220_0028.JPG 650851.609064 434941.781263 207.644651 -0.518805 -0.472611 -2.153931
100_0220_0029.JPG 650854.285773 434965.547512 207.568552 -0.520946 -0.475147 -1.603928
100_0220_0030.JPG 650856.932723 434989.472916 207.598186 -0.553521 -0.498197 -0.637834
100_0220_0031.JPG 650859.905308 435013.494620 207.658573 -0.591885 -0.489218 -0.943986
100_0220_0032.JPG 650862.705345 435037.204822 207.613999 -0.618293 -0.487245 -1.568798
100_0220_0033.JPG 650865.523796 435061.329663 207.627444 -0.633985 -0.468153 -4.964522
100_0220_0034.JPG 650868.096589 435085.069363 207.606793 -0.633107 -0.468504 -5.304948
100_0220_0035.JPG 650870.697430 435109.112791 207.648010 -0.632826 -0.509951 -4.895094
100_0220_0036.JPG 650872.992238 435132.940393 207.688118 -0.582821 -0.559558 -3.966126
100_0220_0037.JPG 650875.018926 435157.013648 207.706703 -0.600383 -0.607495 -2.965979
100_0220_0038.JPG 650876.224624 435180.727995 207.707899 -0.581062 -0.640111 -1.161455
100_0220_0039.JPG 650877.037607 435204.737323 207.719707 -0.551491 -0.662168 0.297296
100_0220_0040.JPG 650877.944933 435217.275495 207.766362 -0.698879 -0.390736 -20.635842
100_0220_0041.JPG 650888.973765 435215.647069 207.689774 -0.666354 0.431298 -87.203703
100_0220_0042.JPG 650909.818209 435214.033887 207.791988 -0.649650 0.703384 -89.843809
100_0220_0043.JPG 650914.067110 435209.365795 207.591580 0.273328 0.915494 -161.996628
100_0220_0044.JPG 650913.710987 435194.589480 207.585875 0.560582 0.764236 -178.188108
100_0220_0045.JPG 650913.051358 435171.396521 207.626481 0.690155 0.715863 178.971662
100_0220_0046.JPG 650911.727179 435147.368425 207.637861 0.724602 0.630281 176.462927
100_0220_0047.JPG 650909.655635 435123.371987 207.618157 0.801643 0.587070 175.032991
100_0220_0048.JPG 650907.374408 435099.628520 207.612078 0.900043 0.583741 173.375720
100_0220_0049.JPG 650904.882158 435075.581464 207.631608 0.911462 0.619371 173.132936
100_0220_0050.JPG 650902.199742 435051.663882 207.647707 1.008076 0.640196 171.826261
100_0220_0051.JPG 650899.462853 435027.994182 207.648529 0.990406 0.633602 171.339277
100_0220_0052.JPG 650896.536309 435004.031521 207.671796 0.975155 0.654478 171.133325
100_0220_0053.JPG 650893.848575 434979.633766 207.731677 1.021554 0.698191 171.488386
100_0220_0054.JPG 650891.115923 434956.179049 207.632953 0.980797 0.739464 170.463463
100_0220_0055.JPG 650888.257426 434932.204680 207.680202 1.033589 0.754523 170.311383
100_0220_0056.JPG 650885.427634 434908.011224 207.674380 1.039452 0.798810 171.006656
100_0220_0057.JPG 650882.762085 434884.400939 207.613247 1.032991 0.837836 170.328765
100_0220_0058.JPG 650879.941260 434860.511428 207.693271 1.010390 0.877252 169.956873
100_0220_0059.JPG 650877.118389 434836.766202 207.684392 0.990307 0.921252 170.047114
100_0220_0060.JPG 650874.145513 434813.047870 207.664840 0.959043 0.937162 170.386080
100_0220_0061.JPG 650871.310038 434788.889654 207.659984 0.934096 0.950680 171.071753
100_0220_0062.JPG 650868.619680 434764.907404 207.685651 0.936833 0.939526 171.303943
100_0220_0063.JPG 650865.860130 434741.121589 207.603524 0.950560 0.942683 171.244244
100_0220_0064.JPG 650862.962072 434717.224038 207.630333 0.950569 0.926127 170.473244
100_0220_0065.JPG 650860.210076 434693.746239 207.630915 0.979100 0.996338 171.793651
100_0220_0066.JPG 650857.630448 434669.650503 207.730092 1.044338 1.016545 171.544894
100_0220_0067.JPG 650854.570153 434645.792599 207.726645 1.049449 1.032677 172.015397
