imageName X Y Z Omega Phi Kappa
100_0162_0047.JPG 650438.398579 431725.353893 211.963719 1.082254 0.445342 170.069818
100_0162_0048.JPG 650435.546446 431700.927996 211.915973 1.054930 0.450961 170.268118
100_0162_0049.JPG 650432.576224 431676.486701 211.894413 0.994262 0.434228 170.791122
100_0162_0050.JPG 650429.854987 431651.959010 211.899149 1.037272 0.471619 171.932000
100_0162_0051.JPG 650430.202229 431641.515091 211.843285 0.710702 0.569657 -160.965929
100_0162_0052.JPG 650446.075195 431640.878842 211.787788 -0.236361 0.490801 -104.878245
100_0162_0053.JPG 650465.095070 431637.585945 212.137943 -0.309424 0.621183 -101.922465
100_0162_0054.JPG 650467.061137 431647.396928 211.923831 -0.468121 -0.551088 -15.935085
100_0162_0055.JPG 650470.052939 431672.038728 211.861490 -0.598448 -0.671453 -11.043585
100_0162_0056.JPG 650472.903854 431696.169754 211.934281 -0.727599 -0.700316 -11.047360
100_0162_0057.JPG 650475.761286 431720.818366 211.916605 -0.827221 -0.725960 -10.577584
100_0162_0058.JPG 650478.599831 431745.155725 211.913127 -0.879680 -0.732630 -10.034757
100_0162_0059.JPG 650481.489393 431769.816064 211.993313 -0.968350 -0.727902 -9.639688
100_0162_0060.JPG 650484.307687 431794.259085 211.940841 -1.036005 -0.708174 -9.324037
100_0162_0061.JPG 650487.128685 431818.588417 211.941491 -1.053506 -0.709769 -9.209281
100_0162_0062.JPG 650490.012767 431843.088205 211.947646 -1.100275 -0.707108 -9.384897
100_0162_0063.JPG 650492.799008 431867.541618 211.929960 -1.058739 -0.689392 -9.339882
100_0162_0064.JPG 650495.661463 431891.853171 211.979903 -1.107782 -0.675389 -9.161990
100_0162_0065.JPG 650498.528888 431916.253139 211.993229 -1.153362 -0.662850 -9.456632
100_0162_0066.JPG 650501.301571 431940.909803 212.011365 -1.190454 -0.656529 -8.780002
100_0162_0067.JPG 650504.248285 431965.285148 211.980636 -1.250120 -0.646010 -8.627598
100_0162_0068.JPG 650506.979818 431989.869508 211.925147 -1.297494 -0.637409 -8.232288
100_0162_0069.JPG 650509.744398 432014.192624 211.838429 -1.268407 -0.630074 -8.264789
100_0162_0070.JPG 650512.648633 432038.765552 211.888728 -1.259383 -0.643872 -8.303963
100_0162_0071.JPG 650515.385166 432063.064675 211.889935 -1.182234 -0.672751 -8.138927
100_0162_0072.JPG 650518.278777 432087.448744 211.885356 -1.158332 -0.747829 -7.928468
100_0162_0073.JPG 650521.255101 432112.142163 211.947350 -1.138934 -0.795332 -7.848553
100_0162_0074.JPG 650524.164096 432136.507712 211.927570 -1.135321 -0.765135 -7.411964
100_0162_0075.JPG 650527.036666 432161.204801 211.913530 -1.149291 -0.729241 -7.017556
100_0162_0076.JPG 650529.807285 432185.552062 211.905895 -1.178990 -0.771367 -6.386936
100_0162_0077.JPG 650532.654607 432210.104172 211.921739 -1.139708 -0.789575 -5.951194
100_0162_0078.JPG 650535.498585 432234.421783 211.932030 -1.131347 -0.798431 -5.487102
100_0162_0079.JPG 650538.467636 432259.094074 211.966243 -1.115714 -0.819170 -5.435870
100_0162_0080.JPG 650541.395248 432283.475815 211.962306 -1.128840 -0.809465 -4.946038
100_0162_0081.JPG 650544.134966 432307.970550 211.911927 -1.093712 -0.786143 -4.446267
100_0162_0082.JPG 650546.905678 432332.386698 211.878162 -1.103068 -0.793071 -3.883183
100_0162_0083.JPG 650549.734992 432356.737147 211.920138 -1.040175 -0.842670 -3.680541
100_0162_0084.JPG 650552.625898 432381.384230 211.942642 -1.008733 -0.842971 -3.237559
100_0162_0085.JPG 650555.459267 432405.698411 211.933504 -0.976333 -0.857904 -2.812605
100_0162_0086.JPG 650558.305682 432430.205336 211.924901 -0.970719 -0.860253 -2.566461
100_0162_0087.JPG 650561.206847 432454.523512 211.953621 -0.955728 -0.856048 -1.863977
100_0162_0088.JPG 650563.991411 432479.124752 211.940225 -0.982434 -0.904681 -1.454111
100_0162_0089.JPG 650566.979326 432503.580566 212.008503 -0.956813 -0.938517 -1.000917
100_0162_0090.JPG 650569.837800 432528.144574 211.963823 -0.938150 -0.928402 -0.779358
100_0162_0091.JPG 650572.716589 432552.400544 211.952314 -0.930580 -0.944902 -0.123874
100_0162_0092.JPG 650575.504645 432577.043158 211.911571 -0.922663 -0.975826 0.420300
100_0162_0093.JPG 650578.413237 432601.438278 211.973451 -0.923551 -0.941053 0.833598
100_0162_0094.JPG 650581.254932 432625.999069 211.955159 -0.874960 -0.923379 1.544460
100_0162_0095.JPG 650584.106548 432650.327084 211.941931 -0.898837 -0.906356 1.630389
100_0162_0096.JPG 650586.849746 432674.918554 211.932588 -0.887676 -0.884111 1.497989
100_0162_0097.JPG 650589.660539 432699.414166 211.902863 -0.949333 -0.828182 -2.314760
100_0162_0098.JPG 650592.445868 432723.775659 211.919504 -0.946186 -0.823546 -3.018093
100_0162_0099.JPG 650595.349525 432748.242928 212.018019 -0.934088 -0.846667 -2.662037
100_0162_0100.JPG 650598.246890 432772.623467 211.987818 -0.957753 -0.861257 -2.694314
100_0162_0101.JPG 650601.070301 432797.134343 211.981935 -0.945086 -0.877434 -2.292346
100_0162_0102.JPG 650603.988785 432818.681358 211.989823 -0.936526 -0.872715 -1.472063
100_0162_0103.JPG 650606.380902 432829.328867 211.955870 -1.118805 -0.658275 -25.723440
100_0162_0104.JPG 650619.651564 432828.794986 211.973442 -0.969004 0.124487 -91.643197
100_0162_0105.JPG 650639.702549 432825.636408 212.153455 -0.803802 0.686002 -95.842198
100_0162_0106.JPG 650641.057639 432818.598642 211.923087 0.391079 0.602632 -175.332568
100_0162_0107.JPG 650638.980579 432799.316374 211.924996 0.653029 0.494484 175.908282
100_0162_0108.JPG 650636.221637 432776.466328 211.918948 0.781342 0.384547 173.415053
100_0162_0109.JPG 650633.635146 432751.697380 211.905120 0.872173 0.337649 172.730309
100_0162_0110.JPG 650630.861456 432726.692178 211.927961 1.021344 0.339561 171.468992
100_0162_0111.JPG 650627.970924 432702.670241 211.918809 1.075888 0.334149 171.769780
100_0162_0112.JPG 650624.974236 432678.035346 211.974918 1.142530 0.350891 172.683612
100_0162_0113.JPG 650622.060122 432653.740368 211.939220 1.195727 0.357563 173.124953
100_0162_0114.JPG 650619.260967 432629.065320 211.946736 1.221109 0.323882 172.404225
100_0162_0115.JPG 650616.462284 432604.674132 211.950080 1.242862 0.325019 172.218245
100_0162_0116.JPG 650613.585318 432580.350529 211.927767 1.285979 0.295115 171.685067
100_0162_0117.JPG 650610.812171 432555.710267 211.957383 1.282293 0.301410 171.482162
100_0162_0118.JPG 650607.860091 432531.143156 211.951709 1.268681 0.283791 171.113243
100_0162_0119.JPG 650604.937857 432507.094447 211.918032 1.228184 0.276896 170.757277
100_0162_0120.JPG 650602.110712 432482.559264 211.917588 1.235806 0.263682 171.059248
100_0162_0121.JPG 650599.204923 432458.039656 211.975578 1.239854 0.222616 170.789291
100_0162_0122.JPG 650596.374786 432433.497999 211.960891 1.210448 0.207390 171.003854
100_0162_0123.JPG 650593.518946 432409.009007 211.983647 1.148350 0.187129 170.667203
100_0162_0124.JPG 650590.684518 432384.449321 211.927435 1.148597 0.183942 170.266129
100_0162_0125.JPG 650587.778125 432360.059311 211.941351 1.141504 0.173790 170.149270
100_0162_0126.JPG 650585.001146 432335.733476 211.963562 1.055979 0.181566 170.378476
100_0162_0127.JPG 650582.177747 432310.952554 211.991759 1.039422 0.161756 169.606500
100_0162_0128.JPG 650579.374497 432286.672065 211.938359 1.021267 0.170104 170.133497
100_0162_0129.JPG 650576.519770 432262.016275 211.951963 1.021404 0.175692 169.670811
100_0162_0130.JPG 650573.659256 432237.665735 211.950780 0.999245 0.208968 169.806586
100_0162_0131.JPG 650570.682966 432213.263127 211.901463 0.957833 0.220972 170.010985
100_0162_0132.JPG 650568.014950 432188.809579 211.926930 0.949436 0.210660 170.163888
100_0162_0133.JPG 650565.222841 432164.234707 211.980992 0.982994 0.231889 170.407663
100_0162_0134.JPG 650562.368685 432139.609405 211.986009 1.018365 0.287825 170.167815
100_0162_0135.JPG 650559.650225 432115.347809 211.908430 1.030846 0.306314 169.897208
100_0162_0136.JPG 650556.644762 432091.047622 211.927239 1.049797 0.296099 169.487406
100_0162_0137.JPG 650553.619847 432066.372617 211.930698 1.071267 0.337846 170.660231
100_0162_0138.JPG 650550.965649 432042.141131 211.964333 1.079176 0.395642 169.733549
100_0162_0139.JPG 650548.184900 432017.433481 211.970040 1.138761 0.430065 169.724406
100_0162_0140.JPG 650545.178946 431993.335819 211.917821 1.124098 0.466201 170.640682
100_0162_0141.JPG 650542.088318 431968.999731 211.922748 1.085120 0.482017 171.022920
100_0162_0142.JPG 650539.166975 431944.640049 211.928875 1.039712 0.476001 172.144646
100_0162_0143.JPG 650536.434576 431920.072207 211.893826 1.064817 0.466558 172.270188
100_0162_0144.JPG 650533.708562 431895.641249 211.869658 1.034850 0.492810 171.681200
100_0162_0145.JPG 650530.739166 431871.236000 211.873280 0.959282 0.489332 172.046635
100_0162_0146.JPG 650527.746935 431848.162561 211.924862 0.881242 0.512245 172.585054
100_0162_0147.JPG 650525.126089 431824.877379 211.916639 0.870144 0.508617 173.051044
100_0162_0148.JPG 650522.338393 431800.781828 211.910635 0.829082 0.525074 173.070672
