imageName, cameraIndex, cameraName, X_opt, Y_opt, Z_opt, X_gps, Y_gps, Z_gps, X_acc, Y_acc, Z_acc, Omega, Phi, Kappa, X_uncertainty, Y_uncertainty, Z_uncertainty, Omega_uncertainty, Phi_uncertainty, Kappa_uncertainty, inlierProb
100_0154_0017.JPG, 0, FC6310R_8.8_5472x3648 (RGB)(1), 650387.619157, 431289.683556, 211.953490, 650387.607119, 431289.693056, 211.928891, 0.012540, 0.012540, 0.022620, -0.417408, 1.057783, 174.708494, 0.007460, 0.007073, 0.013550, 0.008154, 0.007938, 0.008989, 0.999999
100_0154_0018.JPG, 0, FC6310R_8.8_5472x3648 (RGB)(1), 650384.885783, 431265.973271, 211.951633, 650384.873765, 431265.983128, 211.923032, 0.012680, 0.012680, 0.023140, -0.371458, 1.059377, 174.686903, 0.007509, 0.007122, 0.013709, 0.008099, 0.008101, 0.009518, 0.999999
100_0154_0019.JPG, 0, FC6310R_8.8_5472x3648 (RGB)(1), 650382.196656, 431241.866121, 211.896955, 650382.184871, 431241.875833, 211.877167, 0.014030, 0.014030, 0.024860, -0.378976, 1.052567, 174.990479, 0.007925, 0.007560, 0.013974, 0.008318, 0.008384, 0.009998, 0.999999
100_0154_0020.JPG, 0, FC6310R_8.8_5472x3648 (RGB)(1), 650379.297649, 431217.860345, 211.969786, 650379.285610, 431217.870434, 211.942295, 0.013965, 0.013965, 0.025400, -0.310981, 1.044813, 174.870314, 0.007897, 0.007531, 0.013881, 0.008049, 0.008304, 0.008946, 0.999999
100_0154_0021.JPG, 0, FC6310R_8.8_5472x3648 (RGB)(1), 650376.651779, 431194.114422, 211.952948, 650376.641562, 431194.123005, 211.935445, 0.014730, 0.014730, 0.026880, -0.192509, 1.029521, 174.990433, 0.008143, 0.007789, 0.014111, 0.008287, 0.008329, 0.009164, 0.999999
100_0154_0022.JPG, 0, FC6310R_8.8_5472x3648 (RGB)(1), 650373.874143, 431170.091589, 211.965021, 650373.863595, 431170.102692, 211.932583, 0.014570, 0.014570, 0.027320, -0.099494, 1.020538, 174.100999, 0.008091, 0.007734, 0.014292, 0.008319, 0.008329, 0.009640, 0.999999
100_0154_0023.JPG, 0, FC6310R_8.8_5472x3648 (RGB)(1), 650370.989467, 431146.721700, 211.874665, 650370.977928, 431146.731302, 211.861748, 0.015230, 0.015230, 0.028600, -0.052748, 1.042055, 174.866736, 0.008285, 0.007949, 0.014312, 0.008225, 0.008208, 0.009115, 0.999999
100_0154_0024.JPG, 0, FC6310R_8.8_5472x3648 (RGB)(1), 650368.215681, 431122.304232, 211.964732, 650368.204020, 431122.315509, 211.952867, 0.015055, 0.015055, 0.029070, -0.010584, 1.067517, 175.361757, 0.008224, 0.007894, 0.014289, 0.008101, 0.008174, 0.008789, 0.999999
100_0154_0025.JPG, 0, FC6310R_8.8_5472x3648 (RGB)(1), 650365.437664, 431098.666071, 211.890777, 650365.428032, 431098.675421, 211.866019, 0.015650, 0.015650, 0.030250, 0.046635, 1.063795, 175.186060, 0.008413, 0.008099, 0.014463, 0.008139, 0.008350, 0.008757, 0.999999
100_0154_0026.JPG, 0, FC6310R_8.8_5472x3648 (RGB)(1), 650362.585233, 431075.007749, 211.818247, 650362.571926, 431075.017491, 211.802165, 0.015620, 0.015620, 0.031010, 0.013158, 1.021952, 175.223530, 0.008397, 0.008084, 0.014460, 0.008312, 0.008411, 0.008860, 0.999999
100_0154_0027.JPG, 0, FC6310R_8.8_5472x3648 (RGB)(1), 650359.824171, 431051.204190, 211.903092, 650359.808425, 431051.213977, 211.893306, 0.016635, 0.016635, 0.033630, 0.017817, 1.027845, 175.308126, 0.008720, 0.008433, 0.014792, 0.008720, 0.008625, 0.009348, 0.999999
100_0154_0028.JPG, 0, FC6310R_8.8_5472x3648 (RGB)(1), 650356.973988, 431027.211685, 211.927053, 650356.962297, 431027.219468, 211.925450, 0.018015, 0.018015, 0.035510, 0.054803, 0.979561, 175.525348, 0.009181, 0.008929, 0.015288, 0.009289, 0.009013, 0.009585, 0.999999
